tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
wearing-mask-australia,PinkPixySprite, https://twitter.com/PinkPixySprite,2020-08-26 22:46:16,https://twitter.com/i/web/status/1298753660055203840,"RT @GavinNewsom: #COVID19 update: - Tests reported: 70,251 - Positive cases: 6,004 - Positivity rate: 6.1%  - Hospitalizations: 17% decreas…",neutral,0.08942,0.23257,0.67802,New South Wales,Male,(38-43)
wearing-mask-australia,tropicalgyndoc, https://twitter.com/tropicalgyndoc,2020-08-26 22:29:57,https://twitter.com/i/web/status/1298749553601122304,RT @nadirox: September will be an amazing month.   Scientists will reach a breakthrough with the treatment of Covid 19.  We will wear our m…,positive,0.92588,0.0065,0.06763,Victoria,Female,(48-53)
wearing-mask-australia,resistandgrow, https://twitter.com/resistandgrow,2020-08-26 20:36:48,https://twitter.com/i/web/status/1298721075228942336,RT @harrisonjaime: It's 2020 and we're:  💧 Staying hydrated 😷 Wearing our masks 💪🏻💪🏽💪🏾 Working every day to #SendLindseyHome  Who's with me…,neutral,0.19379,0.07431,0.7319,New South Wales,Female,(38-43)
wearing-mask-australia,suckethit, https://twitter.com/suckethit,2020-08-26 21:29:49,https://twitter.com/i/web/status/1298734421097381888,Is this girl actually acting like she’s not wearing a lil ugly early 2010’s cheetah print mask in her pfp or https://t.co/mLLNGTOz0v,negative,0.00142,0.93899,0.05959,Victoria,Female,(25-32)
wearing-mask-australia,Lapham923gmail1, https://twitter.com/Lapham923gmail1,2020-08-26 21:55:36,https://twitter.com/i/web/status/1298740907487895552,"RT @SenKamalaHarris: There have been over 5.8 million coronavirus cases in the U.S. alone. Wear a mask, wash your hands, practice social di…",neutral,0.15834,0.15707,0.68459,Western Australia,Female,(25-32)
wearing-mask-australia,BragoVictoria, https://twitter.com/BragoVictoria,2020-08-26 21:35:23,https://twitter.com/i/web/status/1298735820820512768,"RT @SenKamalaHarris: There have been over 5.8 million coronavirus cases in the U.S. alone. Wear a mask, wash your hands, practice social di…",neutral,0.15834,0.15707,0.68459,Victoria,Female,(25-32)
wearing-mask-australia,lledezmaa_, https://twitter.com/lledezmaa_,2020-08-26 22:22:33,https://twitter.com/i/web/status/1298747691116007425,"RT @CherieAmor12: A White man walks into a store, asked to wear a mask, REFUSES, STEALS, then goes to his car and PULLs A GUN &amp; shoots at t…",negative,0.01406,0.57654,0.40941,Western Australia,Female,(38-43)
wearing-mask-australia,rhapsodynbloom, https://twitter.com/rhapsodynbloom,2020-08-26 21:15:22,https://twitter.com/i/web/status/1298730781901193218,RT @harrisonjaime: It's 2020 and we're:  💧 Staying hydrated 😷 Wearing our masks 💪🏻💪🏽💪🏾 Working every day to #SendLindseyHome  Who's with me…,neutral,0.19379,0.07431,0.7319,Victoria,Female,(25-32)
wearing-mask-australia,rhapsodynbloom, https://twitter.com/rhapsodynbloom,2020-08-26 21:33:11,https://twitter.com/i/web/status/1298735264739794944,"RT @SenKamalaHarris: There have been over 5.8 million coronavirus cases in the U.S. alone. Wear a mask, wash your hands, practice social di…",neutral,0.15834,0.15707,0.68459,Victoria,Female,(25-32)
wearing-mask-australia,martinmaloney22, https://twitter.com/martinmaloney22,2020-08-26 21:38:43,https://twitter.com/i/web/status/1298736659245268993,"RT @BenKentish: As recently as Monday, Jenny Harries said evidence for masks in schools was “not strong”. But she’s also previously said th…",neutral,0.06654,0.24698,0.68648,New South Wales,Female,(48-53)
wearing-mask-australia,Kargs84, https://twitter.com/Kargs84,2020-08-20 23:27:28,https://twitter.com/i/web/status/1296589700312907776,"RT @margokingston1: Qantas packs its planes and does not require masks to fly from NSW or its hot spots. Why on earth would Qld, WA or SA o…",negative,0.02579,0.52671,0.44751,South Australia,Male,(48-53)
wearing-mask-australia,MaddyLove2018, https://twitter.com/MaddyLove2018,2020-08-20 03:14:52,https://twitter.com/i/web/status/1296284538130161664,"RT @poped01: @MaddyLove2018 Exactly.  We healthcare workers can’t fathom it either.  In Victoria,  masks are not tested for fit as per Aust…",negative,0.0033,0.89947,0.09723,,Female,(15-20)
wearing-mask-australia,paige_trnr, https://twitter.com/paige_trnr,2020-08-26 22:43:54,https://twitter.com/i/web/status/1298753064413745153,RT @s0phs0phs0ph: I am sick of my partner coming home upset because the general public berate her at work. Can people going out to attracti…,negative,0.00519,0.8538,0.14102,,Female,(38-43)
wearing-mask-australia,Dark_Riddler, https://twitter.com/Dark_Riddler,2020-08-26 20:34:13,https://twitter.com/i/web/status/1298720426940436480,RT @AltAvenged: I showed the stylist this picture to explain how I wear my bangs and she goes THAT'S YOU?! ..like....OK damn I know i loo…,neutral,0.02265,0.38537,0.59198,Western Australia,Female,(60-100)
wearing-mask-australia,SookyBlessingtn, https://twitter.com/SookyBlessingtn,2020-08-18 07:04:05,https://twitter.com/i/web/status/1295617446582161408,"Rolling out of Facial Recognition would explain the move to enforce standardised masks, in order not to excessively obscure features. Sutton admitted that the State Government is tracking our phones, which one might reason is spying on Australian citizens-which is illegal. https://t.co/PBTzqxD9fA",neutral,0.02507,0.42931,0.54562,,Female,(60-100)
wearing-mask-australia,bcunningham006, https://twitter.com/bcunningham006,2020-08-26 21:59:39,https://twitter.com/i/web/status/1298741927005655041,RT @ITGuy1959: The “optics” of team Biden constantly in masks and team Trump not wearing masks is a not-so-subtle clue about the direction…,neutral,0.06059,0.22693,0.71248,Western Australia,Female,(25-32)
wearing-mask-australia,mercenarygraphi, https://twitter.com/mercenarygraphi,2020-08-26 21:55:33,https://twitter.com/i/web/status/1298740894439415818,"RT @SenKamalaHarris: There have been over 5.8 million coronavirus cases in the U.S. alone. Wear a mask, wash your hands, practice social di…",neutral,0.15834,0.15707,0.68459,Victoria,Female,(8-12)
wearing-mask-australia,KoczenaszMarcin, https://twitter.com/KoczenaszMarcin,2020-08-26 20:49:48,https://twitter.com/i/web/status/1298724346693709825,RT @TheCWSupergirl: Real heroes wear masks. https://t.co/yt6ENRgYaw,negative,0.02275,0.9545,0.02275,,Female,(38-43)
wearing-mask-australia,kary_cee, https://twitter.com/kary_cee,2020-08-25 08:02:58,https://twitter.com/i/web/status/1298168980289404928,"@JudyLee81046752 @Spockarama @elyasgarad I'm Australian of Asian heritage. I am getting around anytime I leave the house in a material mask my mother made. Don't care what others think, I am more fearful of the virus than I am of racism.  Besides the more everyone masks up the harder it is to tell what race you are.",negative,0.0121,0.64407,0.34383,,Female,(25-32)
wearing-mask-australia,TravelFake, https://twitter.com/TravelFake,2020-08-26 20:23:59,https://twitter.com/i/web/status/1298717849947500550,Just left an OfficeMax where the old guy behind me wasn’t wearing pants. Just legit boxer briefs. At least he was wearing a mask. 🤷,negative,0.00253,0.9118,0.08567,Victoria,Female,(38-43)
wearing-mask-australia,victoria_klug, https://twitter.com/victoria_klug,2020-08-26 21:31:51,https://twitter.com/i/web/status/1298734929824460801,RT @harrisonjaime: It's 2020 and we're:  💧 Staying hydrated 😷 Wearing our masks 💪🏻💪🏽💪🏾 Working every day to #SendLindseyHome  Who's with me…,neutral,0.19379,0.07431,0.7319,Victoria,Female,(60-100)
wearing-mask-australia,FedtheEffUp1, https://twitter.com/FedtheEffUp1,2020-08-26 21:33:32,https://twitter.com/i/web/status/1298735352572772355,"RT @SenKamalaHarris: There have been over 5.8 million coronavirus cases in the U.S. alone. Wear a mask, wash your hands, practice social di…",neutral,0.15834,0.15707,0.68459,New South Wales,Female,(25-32)
wearing-mask-australia,Azschoolchoice6, https://twitter.com/Azschoolchoice6,2020-08-26 22:03:29,https://twitter.com/i/web/status/1298742891712352257,RT @carolar84083155: @dougducey @DandC https://t.co/LSAOMhroke  No More MASKS! @santacruzaz @pimaarizona @maricopacounty @AZDHS #UnMaskAZ,negative,0.02039,0.69502,0.28459,Victoria,Male,(4-6)
wearing-mask-australia,JeffSmith052965, https://twitter.com/JeffSmith052965,2020-08-26 20:07:22,https://twitter.com/i/web/status/1298713669652512770,"RT @robbysoave: So based on this chart, there is basically no reason to compel people to wear masks outside unless you're in a group activi…",negative,0.00319,0.82124,0.17557,,Female,(25-32)
wearing-mask-australia,eeveedapixie, https://twitter.com/eeveedapixie,2020-08-26 22:02:54,https://twitter.com/i/web/status/1298742743204630528,"RT @Luxymoo: “I can’t wear a mask, I have a medical condition.” If my mom, who has a terminal lung disease &amp; who has only 40% lung function…",negative,0.00503,0.78311,0.21186,Queensland,Female,(48-53)
wearing-mask-australia,jackieohhmygosh, https://twitter.com/jackieohhmygosh,2020-08-25 22:52:22,https://twitter.com/i/web/status/1298392804708642822,RT @tweetlikeriri: Wearing a mask with sunglasses gives me a level of anonymity I’ve desired.,positive,0.79723,0.01005,0.19272,Western Australia,Male,(25-32)
wearing-mask-australia,SnickOld, https://twitter.com/SnickOld,2020-08-26 21:21:51,https://twitter.com/i/web/status/1298732412730572800,"RT @ConanOBrien: Face masks should have a reflective surface, so people who aren’t wearing them can see what assholes they are.",negative,0.03323,0.93354,0.03323,New South Wales,Female,(38-43)
wearing-mask-australia,SnickOld, https://twitter.com/SnickOld,2020-08-26 22:15:14,https://twitter.com/i/web/status/1298745847090470912,RT @MELLOWCELLO1: @SethAbramson In that same move they also changed the mask requirements...they put a warning that said if employees in st…,negative,0.00867,0.52937,0.46196,New South Wales,Female,(38-43)
wearing-mask-australia,HuebelAnnemarie, https://twitter.com/HuebelAnnemarie,2020-08-25 08:58:00,https://twitter.com/i/web/status/1298182828706865157,@factchekka @Cheriliem1 @GregHuntMP Victoria has too many larrikins &amp; too many people either not wearing masks properly or not wearing masks at all! Remember the first Fed Health message- “No need to wear masks”- Brendan Murphy! Please CLEAN UP &amp; correct the Fed message immediately! #auspol #covid19australia,negative,0.00181,0.92022,0.07797,Victoria,Female,(25-32)
wearing-mask-australia,bigpoppastephh, https://twitter.com/bigpoppastephh,2020-08-25 23:01:54,https://twitter.com/i/web/status/1298395204244787200,RT @tweetlikeriri: Wearing a mask with sunglasses gives me a level of anonymity I’ve desired.,positive,0.79723,0.01005,0.19272,New South Wales,Female,(25-32)
wearing-mask-australia,geebeeWA, https://twitter.com/geebeeWA,2020-08-18 21:42:48,https://twitter.com/i/web/status/1295838584428142592,RT @healthgovau: Masks or face coverings are now either required or recommended in some parts of the country because of the level of commun…,neutral,0.09414,0.158,0.74786,,Male,(38-43)
wearing-mask-australia,JilJilchap, https://twitter.com/JilJilchap,2020-08-25 23:03:57,https://twitter.com/i/web/status/1298395719703752704,RT @pauldutton1968: Wear a mask! Stay safe always. As best as possible. #COVID19  https://t.co/V0IFowlhaM,neutral,0.22419,0.07292,0.7029,New South Wales,Female,(25-32)
wearing-mask-australia,Alissa_Moen, https://twitter.com/Alissa_Moen,2020-08-17 21:33:35,https://twitter.com/i/web/status/1295473874356727808,Hundreds of Victorians have paid with their lives for Australian health authorities' stubborn refusal to take a precautionary stance on airborne transmission &amp; masks: https://t.co/lmY8HOyo4r via @smh,negative,0.01756,0.74855,0.23389,New South Wales,Female,(25-32)
wearing-mask-australia,Alissa_Moen, https://twitter.com/Alissa_Moen,2020-08-24 19:15:09,https://twitter.com/i/web/status/1297975755305971712,RT @guardian: Australian theatres nervously reopen with mandatory masks and temperature checks https://t.co/1DIpbMCbjN,neutral,0.06707,0.21623,0.7167,New South Wales,Female,(25-32)
wearing-mask-australia,McClureRodney, https://twitter.com/McClureRodney,2020-08-21 01:50:28,https://twitter.com/i/web/status/1296625688309456897,"RT @margokingston1: Qantas packs its planes and does not require masks to fly from NSW or its hot spots. Why on earth would Qld, WA or SA o…",negative,0.02579,0.52671,0.44751,,Male,(0-2)
wearing-mask-australia,BadWolfKaily, https://twitter.com/BadWolfKaily,2020-08-25 10:18:19,https://twitter.com/i/web/status/1298203043511427073,"RT @misskubelik: Friends, especially friends in CA: please, I am begging you. The staff at Sonoma County Library needs our help. Admin is r…",neutral,0.27424,0.33588,0.38988,,Female,(0-2)
wearing-mask-australia,dennisgjones, https://twitter.com/dennisgjones,2020-08-24 07:47:05,https://twitter.com/i/web/status/1297802596023967746,Australian theatres nervously reopen with mandatory masks and temperature checks https://t.co/ucLJt2DxYO,neutral,0.05803,0.32116,0.62081,,Male,(60-100)
wearing-mask-australia,JayStill4, https://twitter.com/JayStill4,2020-08-21 06:15:28,https://twitter.com/i/web/status/1296692375062888448,RT @TomMcIlroy: People at Parliament House are being asked to wear face masks in common areas and where physical distancing is not possible…,negative,0.01499,0.51901,0.466,,Male,(8-12)
wearing-mask-australia,RandaltsRandal, https://twitter.com/RandaltsRandal,2020-08-18 04:05:01,https://twitter.com/i/web/status/1295572384670351361,RT @oilsaintoils: @sallymcmanus @Vic_Rollison Keep on rocking in the not so free state of Sicktoria... Thank fk I'm in the bush capital...g…,neutral,0.08596,0.19401,0.72003,Queensland,Female,(60-100)
wearing-mask-australia,calabounty, https://twitter.com/calabounty,2020-08-25 22:49:49,https://twitter.com/i/web/status/1298392162112098311,RT @SteveSmithFBC: Proud of our guys for wearing their masks and social distancing to do our part for a full and complete football season.…,positive,0.92005,0.00289,0.07706,Victoria,Female,(48-53)
wearing-mask-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-08-20 22:55:55,https://twitter.com/i/web/status/1296581758964527105,"RT @margokingston1: Qantas packs its planes and does not require masks to fly from NSW or its hot spots. Why on earth would Qld, WA or SA o…",negative,0.02579,0.52671,0.44751,ACT,Female,(25-32)
wearing-mask-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-08-24 05:58:27,https://twitter.com/i/web/status/1297775258414354435,RT @GuardianAus: Australian theatres nervously reopen with mandatory masks and temperature checks https://t.co/zYL4qzR2fZ,neutral,0.06707,0.21623,0.7167,ACT,Female,(25-32)
wearing-mask-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-08-25 04:00:56,https://twitter.com/i/web/status/1298108069717540867,RT @abcnews: How Queenslanders reacted to being told to wear masks https://t.co/zveCJZLjfa,neutral,0.10591,0.06266,0.83143,ACT,Female,(25-32)
wearing-mask-australia,MarieCo92176893, https://twitter.com/MarieCo92176893,2020-08-25 22:54:01,https://twitter.com/i/web/status/1298393221672787969,RT @AlanTudgeMP: Multicultural communities have listened to the advice and taken action to protect themselves and their fellow Aussies from…,positive,0.58296,0.02619,0.39085,ACT,Female,(25-32)
wearing-mask-australia,devalara44, https://twitter.com/devalara44,2020-08-21 03:09:35,https://twitter.com/i/web/status/1296645598829928448,"RT @margokingston1: Qantas packs its planes and does not require masks to fly from NSW or its hot spots. Why on earth would Qld, WA or SA o…",negative,0.02579,0.52671,0.44751,,Female,(38-43)
wearing-mask-australia,devalara44, https://twitter.com/devalara44,2020-08-21 06:33:50,https://twitter.com/i/web/status/1296696999517904896,"RT @BrettMasonNews: “While recognising wearing masks is not mandatory in the ACT, at the specific request of the Acting Chief Medical Offic…",neutral,0.10527,0.107,0.78772,,Female,(38-43)
