tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
wearing-mask-australia,magicimpact, https://twitter.com/magicimpact,2020-08-06 22:07:37,https://twitter.com/i/web/status/1291496175019982854,RT @ingridostby: ugh i wish everyone would take this virus seriously. my husband and i are vacationing in tahiti and literally no one at th…,negative,0.00488,0.89941,0.09589,,Female,(48-53)
wearing-mask-australia,jlesaw, https://twitter.com/jlesaw,2020-08-06 22:07:15,https://twitter.com/i/web/status/1291496084070596608,"RT @zoramag: 🧵1/ We’ve spent the week discussing burnout, and how the pressure to be “on” all the time is wearing us down. We put on brave…",neutral,0.11517,0.14868,0.73633,,,
wearing-mask-australia,imani_sydney, https://twitter.com/imani_sydney,2020-08-06 21:41:18,https://twitter.com/i/web/status/1291489553166020609,RT @xvnijia: wearing a mask and being soft spoken do not mix,negative,0.00878,0.62891,0.36255,New South Wales,,
wearing-mask-australia,smoothiesnart, https://twitter.com/smoothiesnart,2020-08-06 21:25:37,https://twitter.com/i/web/status/1291485604157353984,RT @ingridostby: ugh i wish everyone would take this virus seriously. my husband and i are vacationing in tahiti and literally no one at th…,negative,0.00488,0.89941,0.09589,Queensland,,
wearing-mask-australia,AustralianCamel, https://twitter.com/AustralianCamel,2020-08-06 22:32:58,https://twitter.com/i/web/status/1291502553818189825,RT @ingridostby: ugh i wish everyone would take this virus seriously. my husband and i are vacationing in tahiti and literally no one at th…,negative,0.00488,0.89941,0.09589,,,
wearing-mask-australia,vaktrica, https://twitter.com/vaktrica,2020-08-06 21:27:26,https://twitter.com/i/web/status/1291486064067059712,"RT @karianneholt: A school superintendent in GA says, Wearing a mask is a personal choice and there is no practical way to enforce a manda…",neutral,0.02286,0.34424,0.63281,,Female,(38-43)
wearing-mask-australia,garciavicctoria, https://twitter.com/garciavicctoria,2020-08-06 22:00:58,https://twitter.com/i/web/status/1291494500087615489,RT @xvnijia: wearing a mask and being soft spoken do not mix,negative,0.00878,0.62891,0.36255,Victoria,,
wearing-mask-australia,cowboyorange, https://twitter.com/cowboyorange,2020-08-06 21:53:30,https://twitter.com/i/web/status/1291492623027507200,RT @sannewman: Everyone's complaining about wearing masks but for centuries everyone had to wear hats in public and there wasn't even a rea…,negative,0.00933,0.68311,0.30786,New South Wales,,
wearing-mask-australia,gizzymeets, https://twitter.com/gizzymeets,2020-08-06 21:36:11,https://twitter.com/i/web/status/1291488262159249409,"@AS332L I'm not KBF, however the mask rule is a joke...  Theoretically:  I can work in a shop handling cash for 8 hours...no mask  Pop into a different shop a few doors down the street for 5 mins...wear a mask.  Go to the pub a few doors further down the street for 5 hours...no mask",negative,0.00381,0.86914,0.12708,New South Wales,,
wearing-mask-australia,gizzymeets, https://twitter.com/gizzymeets,2020-08-06 22:32:37,https://twitter.com/i/web/status/1291502466807275522,"@AS332L Some pubs are round my way are. But they tend to be owned by national chains.  Privately owned pubs aren't policing the rules and they seem to be busier.  As for the bookies, it's about 50/50 on mask wearing. However it's mostly the pensioners who don't wear masks.",negative,0.01029,0.64307,0.34668,New South Wales,,
