tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
wearing-mask-australia,magicimpact, https://twitter.com/magicimpact,2020-09-16 08:21:27,https://twitter.com/i/web/status/1305995168731017216,@kyleshabet They have to wear masks here so I'm lucky for that but they never wear gloves which confuses me when they're always touching stuff. They always get iffy on the most random stuff,negative,0.0046,0.78194,0.21346,,Female,(48-53),0,1,0,1305994491548045312
wearing-mask-australia,AK4WA, https://twitter.com/AK4WA,2020-09-16 08:06:49,https://twitter.com/i/web/status/1305991487486742529,RT @emmakennytv: “The CoVID-19 pandemic is about viral transmission. Surgical and cloth masks do nothing to prevent viral transmission. We…,negative,0.00794,0.76002,0.23204,Western Australia,Female,(25-32),0,0,0,1305832438690705409
wearing-mask-australia,PinkPixySprite, https://twitter.com/PinkPixySprite,2020-09-17 07:29:21,https://twitter.com/i/web/status/1306344445407764480,"RT @josh_wingrove: The White House -- after holding a big outdoor signing ceremony this week, only rarely wearing masks and traveling to bi…",neutral,0.0381,0.34665,0.61525,New South Wales,Male,(38-43),0,0,0,1306286042513895424
wearing-mask-australia,Afb23321029, https://twitter.com/Afb23321029,2020-09-17 09:01:20,https://twitter.com/i/web/status/1306367593507414016,"RT @CDCDirector: The best defense we currently have against this virus are the important mitigation efforts of wearing a mask, washing your…",neutral,0.02924,0.44116,0.5296,New South Wales,Female,(60-100),0,0,0,1306362537924079616
wearing-mask-australia,resistandgrow, https://twitter.com/resistandgrow,2020-09-19 07:14:10,https://twitter.com/i/web/status/1307065400736321537,RT @GrandpaSnarky: Florida bar owner vows to throw out customers for wearing masks: ‘It’s hindering our lifestyle’. - https://t.co/wadxmdRB…,neutral,0.0747,0.38045,0.54485,New South Wales,Female,(38-43),0,0,0,1307026708554489862
wearing-mask-australia,resistandgrow, https://twitter.com/resistandgrow,2020-09-19 08:29:31,https://twitter.com/i/web/status/1307084362828185602,"RT @MollyJongFast: @THEHermanCain Wait, remind me how he died? Coronavirus, could have been prevented by mask wearing. You know that right?",negative,0.00529,0.73502,0.25969,New South Wales,Female,(38-43),0,0,0,1307026851458691073
wearing-mask-australia,resistandgrow, https://twitter.com/resistandgrow,2020-09-19 08:31:12,https://twitter.com/i/web/status/1307084789191774210,@MollyJongFast @THEHermanCain the evil trump people must really believe we are suckers.  my hope is that this is offending more people - that most people understand that Cain died because he didn't wear a mask and take it seriously.,negative,0.00304,0.86363,0.13333,New South Wales,Female,(38-43),0,12,0,1307026851458691073
wearing-mask-australia,MADinMelbourne, https://twitter.com/MADinMelbourne,2020-09-18 08:13:45,https://twitter.com/i/web/status/1306718009956859904,"RT @welosthim: WAKE UP, World Health Organisation Fact:   People should NOT wear masks when exercising, as masks may reduce the ability to…",negative,0.01066,0.69381,0.29553,Victoria,Female,(38-43),0,0,0,1306712738870116352
wearing-mask-australia,MADinMelbourne, https://twitter.com/MADinMelbourne,2020-09-20 09:01:22,https://twitter.com/i/web/status/1307454766407012353,"RT @MJonesnR: If you want to wear a mask, wear a mask. If you want to get vaccinated, get vaccinated. If you're scared, YOU stay home. But…",neutral,0.02447,0.29991,0.67562,Victoria,Female,(38-43),0,0,0,1307106617029206016
wearing-mask-australia,MADinMelbourne, https://twitter.com/MADinMelbourne,2020-09-20 09:05:01,https://twitter.com/i/web/status/1307455684686934016,RT @kareful70: I keep seeing pregnant women in masks and it really bothers me. Last time I checked oxygen was crucial for proper fetal deve…,negative,0.00711,0.82548,0.16741,Victoria,Female,(38-43),0,0,0,1307300916928958465
wearing-mask-australia,MADinMelbourne, https://twitter.com/MADinMelbourne,2020-09-20 09:07:30,https://twitter.com/i/web/status/1307456311710199808,RT @LegalizeitLala: The same people telling you to wear masks today will soon be telling you that masks don’t work and you need a vaccine.…,negative,0.01001,0.74238,0.24761,Victoria,Female,(38-43),0,0,0,1307327291517698051
wearing-mask-australia,bwtibbitts, https://twitter.com/bwtibbitts,2020-09-16 07:45:55,https://twitter.com/i/web/status/1305986227829604352,"RT @mkraju: Louie Gohmert back on the House floor after recovering from covid - and this time, wearing a mask as now required under the rul…",neutral,0.07458,0.10812,0.8173,Victoria,Male,(8-12),0,0,0,1305893208761798657
wearing-mask-australia,bwtibbitts, https://twitter.com/bwtibbitts,2020-09-16 08:08:21,https://twitter.com/i/web/status/1305991873983590400,"RT @kaitlancollins: Masks are about half and half at this signing ceremony, but many of the top administration officials aren’t wearing one…",negative,0.01402,0.56419,0.42179,Victoria,Male,(8-12),0,0,0,1305902883637014528
wearing-mask-australia,bwtibbitts, https://twitter.com/bwtibbitts,2020-09-17 08:53:17,https://twitter.com/i/web/status/1306365570359721989,"RT @BillKristol: Dr. Redfield should call in the media right now, reiterate on camera how important it is for Americans to wear masks, and…",neutral,0.05794,0.31618,0.62588,Victoria,Male,(8-12),0,0,0,1306361091732144128
wearing-mask-australia,conserv1951, https://twitter.com/conserv1951,2020-09-16 07:49:36,https://twitter.com/i/web/status/1305987154846208000,"RT @PrisonPlanet: Let’s be honest, a lot of people support mask wearing because they’re ugly, and it hides most of their face.",negative,0.00763,0.82434,0.16803,Queensland,Male,(8-12),0,0,0,1305972197333315587
wearing-mask-australia,AlexDevantier, https://twitter.com/AlexDevantier,2020-09-20 08:17:23,https://twitter.com/i/web/status/1307443698779615232,"RT @AllderLadd: Hang on,whats that??THE GUY WEARING A MOTORCYCLE HELMET DOESNT BELIEVE IN RESTRICTIONS..LOL.😂🤣😃😄😅🙄😷😷😷",neutral,0.11153,0.15633,0.73215,Victoria,Female,(38-43),0,0,0,1307217519233695753
wearing-mask-australia,prettielani, https://twitter.com/prettielani,2020-09-18 08:38:39,https://twitter.com/i/web/status/1306724275525758976,RT @_Kristine_A: Last week My daughter was sent home from school to change a pair of shorts she was wearing they said were too short. This…,neutral,0.02271,0.46248,0.51481,,Female,(0-2),0,0,0,1306019845243383811
wearing-mask-australia,Lapham923gmail1, https://twitter.com/Lapham923gmail1,2020-09-17 07:50:24,https://twitter.com/i/web/status/1306349745414139904,RT @tribelaw: The science is clear:   The difference between universal mask-wearing when we’re around other people (the Biden position) and…,neutral,0.06208,0.1182,0.81972,Western Australia,Female,(25-32),0,0,0,1306347343650992128
wearing-mask-australia,Lapham923gmail1, https://twitter.com/Lapham923gmail1,2020-09-17 08:54:50,https://twitter.com/i/web/status/1306365957648965633,"RT @BillKristol: Dr. Redfield should call in the media right now, reiterate on camera how important it is for Americans to wear masks, and…",neutral,0.05794,0.31618,0.62588,Western Australia,Female,(25-32),0,0,0,1306361091732144128
wearing-mask-australia,Lapham923gmail1, https://twitter.com/Lapham923gmail1,2020-09-19 06:50:24,https://twitter.com/i/web/status/1307059420883492866,RT @RepJeffries: It’s not that complicated.  Wear. A. Mask.,neutral,0.03457,0.26588,0.69955,Western Australia,Female,(25-32),0,0,0,1306953183927951360
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-09-12 19:49:35,https://twitter.com/i/web/status/1304718793600454656,@Estelle_Lucas @abcnews Just wear a mask when sex working and only do doggy style  Safety matters,neutral,0.02126,0.36962,0.60912,,Female,(8-12),0,0,0,1304621206172086272
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-09-18 22:46:39,https://twitter.com/i/web/status/1306937678844190720,@ScottAdamsSays @John_Yuma Is it possible that an n95 could attract particles rather than filter them  Why were the rules changed on mask wearing  Did taleb and weinstein prove twitter wrong,negative,0.00921,0.58106,0.40973,,Female,(8-12),0,0,0,1306936529869127685
