tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
wearing-mask-australia,resistandgrow, https://twitter.com/resistandgrow,2020-11-29 06:39:43,https://twitter.com/i/web/status/1332786271035514884,RT @RoArquette: We are going to be shutting down California because of the uncontrollable covid resurgence. People who do not wear masks in…,negative,0.01813,0.75609,0.22578,New South Wales,Female,(38-43),0,0,0,1332768056959934465
wearing-mask-australia,resistandgrow, https://twitter.com/resistandgrow,2020-11-29 06:44:33,https://twitter.com/i/web/status/1332787486649565184,"RT @ericgarland: Hospitals are almost at the breaking point.  Love your fellow neighbor: wear a mask, physically distance. Share your ideas…",neutral,0.19624,0.08619,0.71757,New South Wales,Female,(38-43),0,0,0,1332665440536047617
wearing-mask-australia,SwankMouse, https://twitter.com/SwankMouse,2020-12-03 13:51:14,https://twitter.com/i/web/status/1334344414747971588,"Shameful... Stay home and wear Mask, Guys https://t.co/YvH9vu8udL",negative,0.0013,0.97252,0.02618,Western Australia,Male,(38-43),0,1,0,
wearing-mask-australia,HumbLTweets, https://twitter.com/HumbLTweets,2020-11-27 15:13:07,https://twitter.com/i/web/status/1332190695638003715,RT @yadiiserrano: i’m glad we have to wear masks cause i’m kinda ugly LMAO,negative,0.01695,0.9661,0.01695,,Male,(25-32),0,0,0,1315789640100655104
wearing-mask-australia,HoangLanWorld, https://twitter.com/HoangLanWorld,2020-11-21 10:32:40,https://twitter.com/i/web/status/1329945793365647361,@AusIndiMedia Tha must be AGAIN surely. He has been to so many superspreader events at WH n rallies where people don't  wear mask or social distance etc.,negative,0.01589,0.65495,0.32916,New South Wales,Male,(48-53),0,3,0,1329924314863333376
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-11-27 19:54:38,https://twitter.com/i/web/status/1332261540460785666,@GideonCRozner @DCoory Outdoor police are still wearing masks in Melbourne,neutral,0.01858,0.36957,0.61185,,Female,(8-12),0,1,0,1332220807242629121
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-12-02 20:24:39,https://twitter.com/i/web/status/1334081036393742336,@Reuters Any irony that Boris having caught the virus and has temporary immunity is wearing a mask,negative,0.0319,0.93621,0.0319,,Female,(8-12),0,0,0,1334075800618930176
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-12-03 21:49:51,https://twitter.com/i/web/status/1334464863872012289,@alexbhathal 5km distance 4 reasons to leave home 1 hour per day  Quarantine failure  I like to wear my mask in res… https://t.co/UB8QkbsAtS,negative,0.00564,0.83843,0.15594,,Female,(8-12),0,1,0,1334248529225601024
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-12-03 22:02:11,https://twitter.com/i/web/status/1334467967656939520,@hughriminton Melbournians must wear masks forever  Otherwise sitting alone a park bench is killing grandma,negative,0.0084,0.75012,0.24148,,Female,(8-12),0,0,0,1334466884469592066
wearing-mask-australia,JohnRob16933826, https://twitter.com/JohnRob16933826,2020-11-29 18:31:23,https://twitter.com/i/web/status/1332965365589032961,"Yes it can be done. We in Melbourne, proved that. It was  hard to do but coming together &amp; ignoring the cultist &amp; d… https://t.co/L1G4oA8OPu",positive,0.9055,0.00361,0.09089,Victoria,Female,(25-32),0,1,0,
