tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
wearing-mask-australia,erinlemonss, https://twitter.com/erinlemonss,2020-07-11 22:40:09,https://twitter.com/i/web/status/1282082276088537088,"RT @DylanOberhaus: Everyone knows of the Starbucks barista who got a $100,000 “tip” after refusing to serve a woman who refused to wear a m…",negative,0.01936,0.4978,0.48291,New South Wales,,
wearing-mask-australia,JaccHiHey, https://twitter.com/JaccHiHey,2020-07-11 22:16:02,https://twitter.com/i/web/status/1282076209090682880,RT @authorblues: There is no comedy here. No jokes punching-down at the expense of people who were wrong. Just wear your masks. Stay home i…,negative,0.00128,0.96191,0.03693,,,
wearing-mask-australia,magicimpact, https://twitter.com/magicimpact,2020-07-11 22:47:59,https://twitter.com/i/web/status/1282084249793966081,RT @CourtyardBrew: Okay so we were planning on reopening next week but now thanks to all you dumb motherfuckers who refuse to wear masks we…,negative,0.00204,0.93213,0.06592,,Female,(48-53)
wearing-mask-australia,itsalexlodge, https://twitter.com/itsalexlodge,2020-07-11 22:40:44,https://twitter.com/i/web/status/1282082423958917126,RT @mjrgrs: have we considered putting poppies on masks to get people to wear them,negative,0.00626,0.64795,0.3457,,,
wearing-mask-australia,CharlieLevenson, https://twitter.com/CharlieLevenson,2020-07-11 22:18:48,https://twitter.com/i/web/status/1282076904246263809,RT @CaptMarkKelly: Wearing a mask isn’t so bad. I used to wear one almost every time I flew as a pilot in the Navy and at NASA. It’s a simp…,neutral,0.05301,0.10455,0.84229,Western Australia,,
wearing-mask-australia,BrianDW12, https://twitter.com/BrianDW12,2020-07-11 22:28:30,https://twitter.com/i/web/status/1282079344974675968,"RT @PippaN15: Its difficult to grasp the sheer number of 135,580 COVID-19 fatalities in America since March. Here are the comparisons- annu…",neutral,0.06143,0.4541,0.48462,Western Australia,,
wearing-mask-australia,SalemSae1, https://twitter.com/SalemSae1,2020-07-11 22:45:53,https://twitter.com/i/web/status/1282083721399676929,"RT @DylanOberhaus: Everyone knows of the Starbucks barista who got a $100,000 “tip” after refusing to serve a woman who refused to wear a m…",negative,0.01936,0.4978,0.48291,Victoria,,
wearing-mask-australia,swan2swan87, https://twitter.com/swan2swan87,2020-07-11 22:30:58,https://twitter.com/i/web/status/1282079964662308871,RT @heathdwilliams: donald trump deserves neither praise nor good will for finally wearing a mask in public. his refusal to do so until now…,negative,0.00335,0.88281,0.11395,Western Australia,,
wearing-mask-australia,notturhyna, https://twitter.com/notturhyna,2020-07-11 22:10:25,https://twitter.com/i/web/status/1282074796658851840,"RT @DylanOberhaus: Everyone knows of the Starbucks barista who got a $100,000 “tip” after refusing to serve a woman who refused to wear a m…",negative,0.01936,0.4978,0.48291,,,
wearing-mask-australia,castledove55, https://twitter.com/castledove55,2020-07-11 22:19:39,https://twitter.com/i/web/status/1282077117950210048,"RT @no_silenced: Trump is trying to win an election....If that means he chooses to wear a mask, then so be it....I’m gonna support whatever…",neutral,0.18347,0.1001,0.71631,ACT,,
