tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
wearing-mask-australia,em_dee_ess, https://twitter.com/em_dee_ess,2020-08-18 19:50:49,https://twitter.com/i/web/status/1295810402618572800,RT @slazo: Influencers be like “wear a mask guys wtfff!” Then decide they need  like 400 of their tiktok mates over to beat the renegade wo…,negative,0.00449,0.84127,0.15425,,Female,(48-53)
wearing-mask-australia,dutchiegirlie, https://twitter.com/dutchiegirlie,2020-08-18 19:46:23,https://twitter.com/i/web/status/1295809288074596354,"RT @Laurie_Garrett: The law says you must: - use a seat belt - drive only while sober - not show your genitals in public (even to pee, Boys…",neutral,0.03324,0.30515,0.66161,,Female,(38-43)
wearing-mask-australia,Lapham923gmail1, https://twitter.com/Lapham923gmail1,2020-08-18 21:49:46,https://twitter.com/i/web/status/1295840335222861824,RT @JoeBiden: Be a patriot. Protect your fellow citizens. Wear a mask.,neutral,0.23212,0.06231,0.70557,Western Australia,Female,(25-32)
wearing-mask-australia,Russell23320359, https://twitter.com/Russell23320359,2020-08-18 20:21:38,https://twitter.com/i/web/status/1295818156636647424,RT @USlawreview: I've started thanking strangers out in public for NOT wearing a mask.  Everyone should. We have to support our side.,positive,0.66559,0.01985,0.31456,Queensland,Male,(25-32)
wearing-mask-australia,yikesuhh, https://twitter.com/yikesuhh,2020-08-18 21:18:13,https://twitter.com/i/web/status/1295832394948177920,@snakeboiloki @AntTheGay they wouldn't have gotten snapped if they were wearing masks,negative,0.00321,0.79585,0.20093,Victoria,Female,(15-20)
wearing-mask-australia,pixiekat666, https://twitter.com/pixiekat666,2020-08-18 20:22:46,https://twitter.com/i/web/status/1295818442663026689,"RT @kylegriffin1: Pool report: Eventually, Biden nearly rounded back to [Tom] Hanks's question. 'This appeal to this macho notion, 'I'm no…",neutral,0.07541,0.07938,0.84521,Western Australia,Female,(25-32)
wearing-mask-australia,pixiekat666, https://twitter.com/pixiekat666,2020-08-18 23:03:52,https://twitter.com/i/web/status/1295858984943931392,RT @JoeBiden: Be a patriot. Protect your fellow citizens. Wear a mask.,neutral,0.23212,0.06231,0.70557,Western Australia,Female,(25-32)
wearing-mask-australia,LissaLeigh_, https://twitter.com/LissaLeigh_,2020-08-18 20:14:04,https://twitter.com/i/web/status/1295816254435909633,RT @such_A_frknlady: a girl i went to school with is panicking on IG because her son came home from his first half day of school wearing a…,negative,0.0263,0.53091,0.44279,Victoria,Male,(0-2)
wearing-mask-australia,mercenarygraphi, https://twitter.com/mercenarygraphi,2020-08-18 21:39:35,https://twitter.com/i/web/status/1295837775892078592,RT @JoeBiden: Be a patriot. Protect your fellow citizens. Wear a mask.,neutral,0.23212,0.06231,0.70557,Victoria,Female,(8-12)
wearing-mask-australia,MGeoch, https://twitter.com/MGeoch,2020-08-18 22:48:37,https://twitter.com/i/web/status/1295855148720254976,RT @JoeBiden: Be a patriot. Protect your fellow citizens. Wear a mask.,neutral,0.23212,0.06231,0.70557,,Female,(25-32)
wearing-mask-australia,SwanseaCindi53, https://twitter.com/SwanseaCindi53,2020-08-18 21:45:56,https://twitter.com/i/web/status/1295839370813956096,RT @JoeBiden: Be a patriot. Protect your fellow citizens. Wear a mask.,neutral,0.23212,0.06231,0.70557,Western Australia,Female,(60-100)
wearing-mask-australia,JaneDryden4, https://twitter.com/JaneDryden4,2020-08-18 21:31:06,https://twitter.com/i/web/status/1295835640463065089,"RT @sapiofoxy: If you want a bike folks forget @Halfords_uk. Not only do their UNMASKED shop assistants shout at you to wear a mask, they n…",negative,0.00149,0.94666,0.05185,New South Wales,Male,(60-100)
wearing-mask-australia,McCainSuzanne, https://twitter.com/McCainSuzanne,2020-08-18 21:41:24,https://twitter.com/i/web/status/1295838231657734144,RT @JoeBiden: Be a patriot. Protect your fellow citizens. Wear a mask.,neutral,0.23212,0.06231,0.70557,,Male,(25-32)
wearing-mask-australia,DennisG60867771, https://twitter.com/DennisG60867771,2020-08-18 19:30:42,https://twitter.com/i/web/status/1295805339040972800,"RT @Matthew_4_Trump: If masks worked then everything would be back to normal in America.  If they don't work, why are we going along with t…",negative,0.00305,0.84319,0.15376,,Female,(38-43)
wearing-mask-australia,DennisG60867771, https://twitter.com/DennisG60867771,2020-08-18 20:58:04,https://twitter.com/i/web/status/1295827326941503488,RT @ruggiere_l: VOTING.... THERE IS NO REASON FOR MAIL IN VOTING... WE ALL GO TO THE GROCERY STORE AND WEAR THESE DAMN MASKS...   IT SHOULD…,negative,0.00297,0.88928,0.10775,,Female,(38-43)
wearing-mask-australia,nwgavol, https://twitter.com/nwgavol,2020-08-18 20:12:21,https://twitter.com/i/web/status/1295815820757684231,Wear a mask like @Lane_Kiffin and #FreeCadeMays https://t.co/w2HFy9uXf4,neutral,0.02517,0.22546,0.74937,New South Wales,Female,(60-100)
wearing-mask-australia,victoria_klug, https://twitter.com/victoria_klug,2020-08-18 20:16:38,https://twitter.com/i/web/status/1295816897313701889,"RT @emarvelous: Teachers are heroes. Also: Wear a mask, y’all.",negative,0.02865,0.9427,0.02865,Victoria,Female,(60-100)
wearing-mask-australia,MadessThe, https://twitter.com/MadessThe,2020-08-18 21:14:03,https://twitter.com/i/web/status/1295831348331061251,RT @JoeBiden: Be a patriot. Protect your fellow citizens. Wear a mask.,neutral,0.23212,0.06231,0.70557,,Female,(25-32)
