tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
wearing-mask-australia,alexfon__, https://twitter.com/alexfon__,2020-08-16 22:39:50,https://twitter.com/i/web/status/1295128159575322624,RT @cosmicclairee: it's over 100 degrees in california. 110 in some parts. we're in a pandemic. &amp; farm workers are out in the fields wearin…,negative,0.04333,0.59261,0.36407,Victoria,Male,(60-100)
wearing-mask-australia,suckethit, https://twitter.com/suckethit,2020-08-16 21:56:55,https://twitter.com/i/web/status/1295117362459373569,RT @cosmicclairee: it's over 100 degrees in california. 110 in some parts. we're in a pandemic. &amp; farm workers are out in the fields wearin…,negative,0.04333,0.59261,0.36407,Victoria,Female,(25-32)
wearing-mask-australia,Matthew96153150, https://twitter.com/Matthew96153150,2020-08-16 22:07:35,https://twitter.com/i/web/status/1295120046281416721,"RT @DarrenPlymouth: The proportion of Britons wearing a face covering outdoors has trebled to more than nine in 10, official figures show.…",neutral,0.12162,0.27552,0.60286,,Female,(60-100)
wearing-mask-australia,serentitty__, https://twitter.com/serentitty__,2020-08-16 22:30:31,https://twitter.com/i/web/status/1295125814158061568,RT @christianneum1: Another reason to wear ur masks,negative,0.03213,0.93573,0.03213,Western Australia,Male,(38-43)
wearing-mask-australia,Tomko_1, https://twitter.com/Tomko_1,2020-08-16 21:23:57,https://twitter.com/i/web/status/1295109062372327430,The Democrat Party: 1.) Defund the police 2.) Turn in your guns 3.) Wear a mask,negative,0.00695,0.80656,0.18648,Victoria,Female,(8-12)
wearing-mask-australia,sydney_ramirez, https://twitter.com/sydney_ramirez,2020-08-16 20:27:57,https://twitter.com/i/web/status/1295094973226987526,RT @cosmicclairee: it's over 100 degrees in california. 110 in some parts. we're in a pandemic. &amp; farm workers are out in the fields wearin…,negative,0.04333,0.59261,0.36407,,Female,(25-32)
wearing-mask-australia,ellaesvictoriaa, https://twitter.com/ellaesvictoriaa,2020-08-16 21:33:35,https://twitter.com/i/web/status/1295111489343242241,RT @cosmicclairee: it's over 100 degrees in california. 110 in some parts. we're in a pandemic. &amp; farm workers are out in the fields wearin…,negative,0.04333,0.59261,0.36407,Victoria,Female,(25-32)
wearing-mask-australia,maggie44_509, https://twitter.com/maggie44_509,2020-08-16 22:06:10,https://twitter.com/i/web/status/1295119687454359553,RT @cosmicclairee: it's over 100 degrees in california. 110 in some parts. we're in a pandemic. &amp; farm workers are out in the fields wearin…,negative,0.04333,0.59261,0.36407,Western Australia,Male,(48-53)
wearing-mask-australia,dmejiacanales, https://twitter.com/dmejiacanales,2020-08-16 21:40:52,https://twitter.com/i/web/status/1295113319246782464,@jona_gojira Awww thanks comrade. The shave was to make the 😷 wearing more comfy,negative,0.03307,0.93385,0.03307,Victoria,Female,(8-12)
wearing-mask-australia,MGeoch, https://twitter.com/MGeoch,2020-08-16 22:53:11,https://twitter.com/i/web/status/1295131519619436544,RT @YourAnonNews: US cops lead other countries' cops with their criminal actions.  Time to wear gas mask and show people's power everywhere…,neutral,0.11881,0.27144,0.60974,,Female,(25-32)
