tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
wearing-mask-australia,AK4WA, https://twitter.com/AK4WA,2020-09-02 22:07:02,https://twitter.com/i/web/status/1301280501009801219,"RT @AlexBerenson: Fact checking Dr. Atlas’s reported views from the lede of @nytimes’s hit piece: True, mask wearing is uncertain (at best)…",neutral,0.05793,0.18772,0.75436,Western Australia,Female,(25-32)
wearing-mask-australia,AK4WA, https://twitter.com/AK4WA,2020-09-02 22:59:05,https://twitter.com/i/web/status/1301293598680313856,RT @toddeherman: Here's the Seattle Times apparently not wanting to do the actual headline:  Why is a woman who has lectured America about…,negative,0.03298,0.93404,0.03298,Western Australia,Female,(25-32)
wearing-mask-australia,AlexDevantier, https://twitter.com/AlexDevantier,2020-08-27 08:30:40,https://twitter.com/i/web/status/1298900725603287041,RT @AlanBixter: @hardenuppete @AllderLadd @vanOnselenP @australian GREAT DECLARATIONS OF BRENDAN MURPHY: Children can't get COVID-19; Schoo…,neutral,0.15338,0.19946,0.64716,Victoria,Female,(38-43)
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-08-29 09:31:15,https://twitter.com/i/web/status/1299640751609901056,@AndrewHewat To be fair the construction worker I saw diligently wearing a mask  Was a kn95 and guaranteed not fit tested,negative,0.00261,0.87476,0.12263,,Female,(8-12)
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-09-02 10:55:53,https://twitter.com/i/web/status/1301111598749114380,@WritesFiona @PatsKarvelas It's entirely possible that a vaccine can't be made  There is no contingency  The who is now supporting Sweden  Everyone now wants masks  Infinite lockdowns forever  Even the best marathon runner in Australian parliament admits the economy matters,negative,0.00765,0.82545,0.1669,,Female,(8-12)
wearing-mask-australia,hazard_damien, https://twitter.com/hazard_damien,2020-08-27 23:33:58,https://twitter.com/i/web/status/1299128048600494080,RT @AlanBixter: @hardenuppete @AllderLadd @vanOnselenP @australian GREAT DECLARATIONS OF BRENDAN MURPHY: Children can't get COVID-19; Schoo…,neutral,0.15338,0.19946,0.64716,New South Wales,Female,(38-43)
wearing-mask-australia,themagicalmads, https://twitter.com/themagicalmads,2020-09-02 22:04:55,https://twitter.com/i/web/status/1301279967611744256,"RT @mhdksafa: If you’re still wearing a mask when you go out, please retweet this tweet. I would just like to see how much common sense is…",negative,0.00612,0.84181,0.15207,Western Australia,Female,(38-43)
wearing-mask-australia,pennykirk583, https://twitter.com/pennykirk583,2020-09-02 22:24:59,https://twitter.com/i/web/status/1301285017302175745,"RT @mhdksafa: If you’re still wearing a mask when you go out, please retweet this tweet. I would just like to see how much common sense is…",negative,0.00612,0.84181,0.15207,Western Australia,Female,(25-32)
wearing-mask-australia,MaddyLove2018, https://twitter.com/MaddyLove2018,2020-08-29 08:13:37,https://twitter.com/i/web/status/1299621212893491201,"@healthcare_19 It would be cruel of the public to insist HCWs wear an N95 mask, because they are very uncomfortable. ;) No science. Value judgment. Can't be pulled up for an incorrect statement on science, but dampening.  This is really bad.",negative,0.00137,0.95,0.04862,,Female,(15-20)
wearing-mask-australia,MaddyLove2018, https://twitter.com/MaddyLove2018,2020-08-31 08:11:54,https://twitter.com/i/web/status/1300345555059576832,"@MischievousVibe @RebekahsRight Or perhaps there was a worldwide shortage of masks, and especially an Australian shortage as a consequence of the long summer of bushfires. And we actually  managed to suppress the first wave without them. And the facial recognition ppl played hard.",neutral,0.02852,0.38624,0.58524,,Female,(15-20)
