tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
wearing-mask-australia,AK4WA, https://twitter.com/AK4WA,2020-10-08 08:26:45,https://twitter.com/i/web/status/1313969036124811264,RT @jsolomonReports: Pope Francis not wearing mask in public raising concerns | Just The News https://t.co/QF8RJcm1Ja,neutral,0.0437,0.23161,0.72468,Western Australia,Female,(25-32),0,0,0,1313888081456648192
wearing-mask-australia,gschwa3, https://twitter.com/gschwa3,2020-10-10 21:01:19,https://twitter.com/i/web/status/1314883703970041856,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,ACT,Female,(25-32),0,0,0,1314715476019249153
wearing-mask-australia,Sapphic_Snake, https://twitter.com/Sapphic_Snake,2020-10-07 07:57:24,https://twitter.com/i/web/status/1313599263163797509,"RT @pronounced_ing: You know who didn’t experience a restful night at home last night? The 200,000 people who died of COVID, many alone, wh…",negative,0.00841,0.82303,0.16856,Western Australia,Female,(4-6),0,0,0,1313599013380333570
wearing-mask-australia,Sapphic_Snake, https://twitter.com/Sapphic_Snake,2020-10-10 19:26:34,https://twitter.com/i/web/status/1314859861281210368,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,Western Australia,Female,(4-6),0,0,0,1314715476019249153
wearing-mask-australia,HopeVoteBiden, https://twitter.com/HopeVoteBiden,2020-10-10 15:51:10,https://twitter.com/i/web/status/1314805654926823424,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,New South Wales,Female,(60-100),0,0,0,1314715476019249153
wearing-mask-australia,MonpotLeDevin, https://twitter.com/MonpotLeDevin,2020-10-07 08:50:59,https://twitter.com/i/web/status/1313612745875419136,RT @ewarren: No one is immune from this virus—this is a dangerous moment for all of us. That's why we desperately needed leadership from th…,neutral,0.2555,0.12757,0.61693,Western Australia,Female,(48-53),0,0,0,1313575826709975047
wearing-mask-australia,BlancheBronwen, https://twitter.com/BlancheBronwen,2020-10-10 16:56:49,https://twitter.com/i/web/status/1314822173572296704,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,,Male,(38-43),0,0,0,1314715476019249153
wearing-mask-australia,bwtibbitts, https://twitter.com/bwtibbitts,2020-10-07 08:14:00,https://twitter.com/i/web/status/1313603441193869313,RT @Acosta: Biden in Gettysburg: Wearing a mask is not a political statement. It’s a scientific recommendation.,neutral,0.07718,0.12122,0.8016,Victoria,Male,(8-12),0,0,0,1313581400080220162
wearing-mask-australia,bwtibbitts, https://twitter.com/bwtibbitts,2020-10-07 08:22:48,https://twitter.com/i/web/status/1313605653814968320,RT @OMGno2trump: If I was Joe Biden there is no way I would debate Trump in the same room.  Trump lied about being tested for COVID before…,negative,0.00502,0.89058,0.1044,Victoria,Male,(8-12),0,0,0,1313589042995515392
wearing-mask-australia,CraigWtweets, https://twitter.com/CraigWtweets,2020-10-11 07:13:19,https://twitter.com/i/web/status/1315037719471353856,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,ACT,Female,(0-2),0,0,0,1314715476019249153
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-10-08 21:13:38,https://twitter.com/i/web/status/1314162031021355009,@pvandck @davidsteven @sunny_hundal Really  Seems strange that for 100 years since the Spanish flu the evidence for masks wasn't stronger  Masks were actively fought against by my government any many others,negative,0.00426,0.84049,0.15525,,Female,(8-12),0,0,0,1314161209420197894
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-10-08 21:19:51,https://twitter.com/i/web/status/1314163595286994946,@64Hyacinth @mightymouse1908 @Raf_Epstein My timeline of events  Let's lockdown for a few weeks  I followed this because I was in Hong Kong when sars 1 hit.  Far more deadly 10 percent.  I followed sars 1 closely and it's the reason Dan locked up the housing estate  I live in a Chinese area and the Chinese went masks,neutral,0.10022,0.14504,0.75475,,Female,(8-12),0,0,0,1314162477874044929
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-10-08 21:36:26,https://twitter.com/i/web/status/1314167767847772161,@pvandck @davidsteven @sunny_hundal Do they wear surgical masks  N95  Kn95  Handkerchiefs  Cloths  Ever considered the physics of n95s,neutral,0.06083,0.35743,0.58174,,Female,(8-12),0,0,0,1314164080471609344
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-10-08 22:46:15,https://twitter.com/i/web/status/1314185338252791809,@pvandck @davidsteven @sunny_hundal Why if masks worked would hcw be overrepresented   And may I ask why a tiny virus particle smaller than a gap in the n95 should it be airborne or the other thing,negative,0.00349,0.78827,0.20824,,Female,(8-12),0,0,0,1314184040161959936
wearing-mask-australia,GeorgeCockroft, https://twitter.com/GeorgeCockroft,2020-10-09 21:29:15,https://twitter.com/i/web/status/1314528349755039744,@64Hyacinth @MyFirstNameIsM1 @chrisda22842521 @Raf_Epstein You really can't  Most shops are closed  The shop assistants are behind perspex  They all wear masks and self service is encouraged,negative,0.00194,0.9515,0.04656,,Female,(8-12),0,0,0,1314527420091834370
wearing-mask-australia,itsyagorlkg, https://twitter.com/itsyagorlkg,2020-10-11 11:24:06,https://twitter.com/i/web/status/1315100831742484481,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,Western Australia,Female,(8-12),0,0,0,1314715476019249153
wearing-mask-australia,rhapsodynbloom, https://twitter.com/rhapsodynbloom,2020-10-07 07:56:09,https://twitter.com/i/web/status/1313598948666470410,RT @Acosta: Biden in Gettysburg: Wearing a mask is not a political statement. It’s a scientific recommendation.,neutral,0.07718,0.12122,0.8016,Victoria,Female,(25-32),0,0,0,1313581400080220162
wearing-mask-australia,rhapsodynbloom, https://twitter.com/rhapsodynbloom,2020-10-07 08:06:09,https://twitter.com/i/web/status/1313601465164992514,RT @NewYorkStateAG: #COVID19 is serious. We cannot let our guards down. Wash your hands. Wear a mask.,neutral,0.10816,0.32224,0.5696,Victoria,Female,(25-32),0,0,0,1313473875032920072
wearing-mask-australia,JohnRob16933826, https://twitter.com/JohnRob16933826,2020-10-05 21:03:01,https://twitter.com/i/web/status/1313072192758849536,RT @DownUnder42069: @PRGuy17 @Qldaah Hey @rachelbaxendale! If I admit on camera that I think the state government is getting the blame for…,negative,0.01477,0.53604,0.44919,Victoria,Female,(25-32),0,0,0,1313066165015474176
wearing-mask-australia,serentitty__, https://twitter.com/serentitty__,2020-10-11 06:35:02,https://twitter.com/i/web/status/1315028087948550144,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,Western Australia,Male,(38-43),0,0,0,1314715476019249153
wearing-mask-australia,NickTrebla, https://twitter.com/NickTrebla,2020-10-10 16:01:04,https://twitter.com/i/web/status/1314808145072381952,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,New South Wales,Male,(60-100),0,0,0,1314715476019249153
wearing-mask-australia,martinmaloney22, https://twitter.com/martinmaloney22,2020-10-11 07:13:35,https://twitter.com/i/web/status/1315037789076033538,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,New South Wales,Female,(48-53),0,0,0,1314715476019249153
wearing-mask-australia,boneandquartz, https://twitter.com/boneandquartz,2020-10-11 02:07:51,https://twitter.com/i/web/status/1314960847978913793,RT @jreganwilliams: Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pre…,negative,0.02046,0.73816,0.24138,Western Australia,Male,(8-12),0,0,0,1314715476019249153
wearing-mask-australia,EdValentine12, https://twitter.com/EdValentine12,2020-10-07 07:23:44,https://twitter.com/i/web/status/1313590792141729792,"RT @Clocks_Tickin: Retweet if you’re still wearing a mask, washing your hands, social distancing and voting for @JoeBiden.",negative,0.01366,0.73555,0.25078,,Female,(38-43),0,0,0,1313228458022121472
