keyword,created_at_local_time,screen_name,user_URL,tweet_URL,tweet_text,hashtag1,hashtag2
stay,2020-09-01 13:01:24,NCCgovau,https://twitter.com/NCCgovau,https://twitter.com/i/web/status/1300629802752204801,RT @healthgovau: It’s important to check-in with your family and friends during this uncertain time. Help them stay connected and if you or…,,
stay,2020-08-30 20:51:50,MrsBraddles,https://twitter.com/MrsBraddles,https://twitter.com/i/web/status/1300023416532037632,"RT @healthgovau: Keeping a healthy routine, staying engaged and continuing to look forward are all ways to support your mental health durin…",,
stay,2020-08-31 15:32:18,treacl,https://twitter.com/treacl,https://twitter.com/i/web/status/1300305390412812293,RT @healthgovau: It’s important to check-in with your family and friends during this uncertain time. Help them stay connected and if you or…,,
stay,2020-08-31 07:51:47,DeNewJohn,https://twitter.com/DeNewJohn,https://twitter.com/i/web/status/1300189497146048513,"RT @healthgovau: Keeping a healthy routine, staying engaged and continuing to look forward are all ways to support your mental health durin…",,
stay,2020-08-31 15:53:29,expensivecare,https://twitter.com/expensivecare,https://twitter.com/i/web/status/1300310723457814529,RT @healthgovau: It’s important to check-in with your family and friends during this uncertain time. Help them stay connected and if you or…,,
stay,2020-08-31 15:13:26,QldAmbulance,https://twitter.com/QldAmbulance,https://twitter.com/i/web/status/1300300643270144000,RT @healthgovau: It’s important to check-in with your family and friends during this uncertain time. Help them stay connected and if you or…,,
stay,2020-09-01 10:24:29,QldGov,https://twitter.com/QldGov,https://twitter.com/i/web/status/1300590313434566656,RT @healthgovau: It’s important to check-in with your family and friends during this uncertain time. Help them stay connected and if you or…,,
stay,2020-08-31 15:57:06,AuDigitalHealth,https://twitter.com/AuDigitalHealth,https://twitter.com/i/web/status/1300311632359243777,RT @healthgovau: It’s important to check-in with your family and friends during this uncertain time. Help them stay connected and if you or…,,
stay,2020-08-31 15:58:49,MyHealthRec,https://twitter.com/MyHealthRec,https://twitter.com/i/web/status/1300312064699674632,"RT @healthgovau: Keeping a healthy routine, staying engaged and continuing to look forward are all ways to support your mental health durin…",,
stay,2020-08-28 22:21:36,_carlywaters,https://twitter.com/_carlywaters,https://twitter.com/i/web/status/1299321231108222976,"RT @healthgovau: Make mental health a priority. Eat well, stay active, stay in touch and seek help if needed.",,
ways,2020-08-30 20:51:50,MrsBraddles,https://twitter.com/MrsBraddles,https://twitter.com/i/web/status/1300023416532037632,"RT @healthgovau: Keeping a healthy routine, staying engaged and continuing to look forward are all ways to support your mental health durin…",,
ways,2020-08-31 07:51:47,DeNewJohn,https://twitter.com/DeNewJohn,https://twitter.com/i/web/status/1300189497146048513,"RT @healthgovau: Keeping a healthy routine, staying engaged and continuing to look forward are all ways to support your mental health durin…",,
