tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
covid-vaccine-australia,TinaKendrick11, https://twitter.com/TinaKendrick11,2020-12-02 08:43:43,https://twitter.com/i/web/status/1333904640111349761,What will Australia's COVID vaccination program look like? 4 key questions answered https://t.co/oRddMDUOoM via @ConversationEDU,neutral,0.08522,0.0505,0.86428,New South Wales,Female,(60-100),0,0,0,1333873198278922240
covid-vaccine-australia,Pc_Free_Zone, https://twitter.com/Pc_Free_Zone,2020-11-24 19:46:13,https://twitter.com/i/web/status/1331172262326669312,"Hey QANTAS,  Bunnings, Coles and Woolworths survived a pandemic with ZERO deaths ya cunts, without a Covid Vaccine and guess what? Fuck you!  IIRC our supermarkets served over 60 million customers for no COVID deaths.  *And send, to QANTAS. Best email since Dan’s Office one",negative,0.04505,0.9099,0.04505,Queensland,Female,(38-43),0,0,0,1331158446775754752
covid-vaccine-australia,jazmasigan_2, https://twitter.com/jazmasigan_2,2020-11-24 11:15:37,https://twitter.com/i/web/status/1331043764345815041,"RT @AFP: International air travellers will need to be vaccinated against Covid-19 to fly with Australia's Qantas, the airline's CEO has sai…",neutral,0.04844,0.43586,0.5157,South Australia,Male,(38-43),0,0,0,1331039450793713665
covid-vaccine-australia,OskarOtterr, https://twitter.com/OskarOtterr,2020-12-02 17:29:09,https://twitter.com/i/web/status/1334036868480962560,"Britain approves Pfizer-BioNTech COVID-19 vaccine, which will roll out from next week https://t.co/0xj7yNdSAF",positive,0.49432,0.06605,0.43964,Western Australia,Male,(4-6),0,0,0,1334036675127742465
covid-vaccine-australia,kary_cee, https://twitter.com/kary_cee,2020-11-25 09:55:28,https://twitter.com/i/web/status/1331385982990516224,"@johnjamesrando @jucjan @shellity Looking at a situation like the US, if you balance the risk of getting Covid and its consequences vs the risk of a vaccine that has not seen long periods of testing - it makes sense to opt for the vaccine I think.  In Australia, given how we've contained it, it can wait a bit.",neutral,0.1163,0.08826,0.79544,,Female,(25-32),0,1,0,1331355714141360128
covid-vaccine-australia,sinmerchant, https://twitter.com/sinmerchant,2020-11-25 11:22:06,https://twitter.com/i/web/status/1331407781727911936,"OK folks, let’s get something straight. COVID vaccines aren’t being recklessly “rushed” through development. We’re seeing what’s possible when research is properly funded and scientists are unshackled from the usual barriers to progress.",positive,0.908,0.0072,0.0848,South Australia,Female,(38-43),0,0,0,1331332016512536577
covid-vaccine-australia,Aus_RichAlex, https://twitter.com/Aus_RichAlex,2020-11-24 11:20:04,https://twitter.com/i/web/status/1331044882236928000,"Important context for future course of the COVID-19 pandemic.  Outbreaks may continue for years around the world, even after the majority of people are vaccinated, due to unvaccinated populations.  Even if vaccines are 90% effective.  Measles is an example. https://t.co/XczeocDvWg",neutral,0.14256,0.16401,0.69343,Tasmania,Female,(25-32),0,0,0,
covid-vaccine-australia,Aus_RichAlex, https://twitter.com/Aus_RichAlex,2020-11-24 11:20:14,https://twitter.com/i/web/status/1331044926293909507,"RT @ForeignAffairs: The 1918 influenza outbreak was largely brought under control in cities by 1919, but it continued to spread in rural ar…",neutral,0.07842,0.13129,0.79028,Tasmania,Female,(25-32),0,0,0,1331042084690735104
covid-vaccine-australia,Aus_RichAlex, https://twitter.com/Aus_RichAlex,2020-12-01 13:01:52,https://twitter.com/i/web/status/1333607216646000640,RT @zeynep: I wrote about the Chinese scientist who kick-started it all by publishing the SARS-CoV-2 sequence in an open repository on Janu…,neutral,0.18146,0.12316,0.69539,Tasmania,Female,(25-32),0,0,0,1333593461635866624
covid-vaccine-australia,L_DeWeaver, https://twitter.com/L_DeWeaver,2020-12-01 06:29:27,https://twitter.com/i/web/status/1333508461380784129,An Australian in New York called it 'first' — and then the world started questioning the Ox… https://t.co/dMHik54314,neutral,0.0557,0.25085,0.69345,New South Wales,Female,(38-43),0,0,0,1333501598522245123
covid-vaccine-australia,MystAluna, https://twitter.com/MystAluna,2020-12-02 09:00:59,https://twitter.com/i/web/status/1333908985267699712,RT @zeynep: I wrote about the Chinese scientist who kick-started it all by publishing the SARS-CoV-2 sequence in an open repository on Janu…,neutral,0.18146,0.12316,0.69539,,Male,(25-32),0,0,0,1333593461635866624
covid-vaccine-australia,rubin_angela, https://twitter.com/rubin_angela,2020-12-02 16:09:38,https://twitter.com/i/web/status/1334016856777080834,RT @mbarnes49021432: @rubin_angela @CarolHakios @GregChinery @JSSciencefocus Norman Swan has been helpful in supporting science generally a…,positive,0.82441,0.01184,0.16375,Queensland,Female,(60-100),0,0,0,1333993676997967872
covid-vaccine-australia,camwolfe, https://twitter.com/camwolfe,2020-11-24 22:32:47,https://twitter.com/i/web/status/1331214179588579328,"#COVID19 #Australia  Thoughts?  “Vaccination will be required to fly international, says Qantas chief”  Best piece of proactive public health a company could do, IMHO!!  🛩🛬🦠 https://t.co/eI6gfyj86Z",positive,0.85785,0.01729,0.12486,Victoria,Female,(60-100),0,25,0,
covid-vaccine-australia,AdamSpenceAU, https://twitter.com/AdamSpenceAU,2020-11-24 13:38:46,https://twitter.com/i/web/status/1331079790552436738,"Oxford-AstraZeneca COVID-19 vaccine result gives Australia pathway to 'normal', Government says https://t.co/rkrChZVw6U",positive,0.71567,0.02239,0.26194,ACT,Female,(38-43),0,0,0,1331050261079498754
covid-vaccine-australia,boobookittifukk, https://twitter.com/boobookittifukk,2020-11-24 20:43:18,https://twitter.com/i/web/status/1331186625917849601,"HA! Be prepared to issue refunds then cos Australia doesn't want your customers risking our health. If you haven't had the vaccine, you'll be in two weeks mandatory quarantine at your own expense. Stay out of our country. We've eliminated COVID-19. You're not bringing it back. https://t.co/dMHwIyqgBz",negative,0.00313,0.90826,0.08861,New South Wales,Male,(38-43),0,0,0,
covid-vaccine-australia,boobookittifukk, https://twitter.com/boobookittifukk,2020-11-24 22:02:35,https://twitter.com/i/web/status/1331206576120557568,"@RuthAcheson @StephenRoche100 @UKTwinds @Qantas Lol no one is holding you down and forcefully injecting a vaccine into you. If you don't want it, fine. It just means that you're not allowed to fly to Australia &amp; bring Covid into my country. And when this is all over, it probably means that you won't be able to fly ANYWHERE. 😁",negative,0.01428,0.64199,0.34373,New South Wales,Male,(38-43),0,0,0,1331203925060575233
covid-vaccine-australia,redball2, https://twitter.com/redball2,2020-11-25 10:01:28,https://twitter.com/i/web/status/1331387492268875776,"Australia: We know dismissive or judgemental language is ineffective when communicating with people who are hesitant about vaccination | Here are 5 clear, gentle ways to increase trust | AusDoc | Aug 2020 https://t.co/0vQ27OGS0W https://t.co/8UdNuGOjTS",neutral,0.465,0.05784,0.47716,New South Wales,Male,(38-43),0,0,0,
covid-vaccine-australia,McClureRodney, https://twitter.com/McClureRodney,2020-11-24 06:51:28,https://twitter.com/i/web/status/1330977288909959176,"RT @LamTimothy: Mathias Cormann’s travel around Europe to campaign for the top OECD job may be costing Australian taxpayers as much as $4,3…",negative,0.02898,0.56743,0.40359,,Male,(0-2),0,0,0,1330971093943742464
covid-vaccine-australia,Dehler45, https://twitter.com/Dehler45,2020-11-24 07:49:16,https://twitter.com/i/web/status/1330991833539698688,"RT @BBCWorld: International air travellers will, in future, need to prove they have had Covid-19 vaccine in order to board Qantas flights,…",neutral,0.01419,0.46576,0.52005,New South Wales,Female,(25-32),0,0,0,1330928947413078018
covid-vaccine-australia,janellefiona, https://twitter.com/janellefiona,2020-11-24 20:40:42,https://twitter.com/i/web/status/1331185973535838209,"RT @nytimes: Australia’s largest airline, Qantas, plans to require proof of vaccination for passengers who want to fly internationally once…",neutral,0.04698,0.42111,0.53192,New South Wales,Male,(60-100),0,0,0,1331183790979493891
covid-vaccine-australia,Mozziebites, https://twitter.com/Mozziebites,2020-12-02 06:35:59,https://twitter.com/i/web/status/1333872492742541313,"This is a useful site answering some of the most commonly-asked-questions about COVID-19 vaccines - from Australia's pre-eminent source of vaccine information,  @NCIRS  https://t.co/yZZSyarNfX",positive,0.9378,0.00408,0.05812,,Female,(25-32),0,0,0,1333870288388247552
covid-vaccine-australia,seananmcguire, https://twitter.com/seananmcguire,2020-11-25 03:16:37,https://twitter.com/i/web/status/1331285607499264004,"RT @nytimes: Australia’s largest airline, Qantas, plans to require proof of vaccination for passengers who want to fly internationally once…",neutral,0.04698,0.42111,0.53192,Western Australia,Female,(8-12),0,0,0,1331183790979493891
covid-vaccine-australia,grosvenorstreet, https://twitter.com/grosvenorstreet,2020-12-01 06:11:26,https://twitter.com/i/web/status/1333503927929638912,"- You should be following @BenjaminMillar who's been tracking this v closely https://t.co/VXQMhONzAl  - I wrote a bit about this earlier in the year https://t.co/SzHd48CLXA   COVID19, just like climate, accelerates and intensifies pre-existing problems. A vaccine won't fix this.",neutral,0.08205,0.32222,0.59573,New South Wales,Male,(0-2),0,0,0,1333369984333045761
covid-vaccine-australia,WellsWellskm, https://twitter.com/WellsWellskm,2020-11-29 07:24:17,https://twitter.com/i/web/status/1332797485987860480,"Australia's Covid vaccines: everything you need to know  All four vaccines require two doses, spaced a few weeks apart. As the pharmaceutical companies behind some vaccine candidates begin releasing results, many questions remain  https://t.co/Z3tL4obaXM cc @WgarNews",neutral,0.11058,0.08027,0.80915,Victoria,Male,(25-32),0,0,0,1332789698243260420
covid-vaccine-australia,chrisjackis, https://twitter.com/chrisjackis,2020-11-24 10:01:21,https://twitter.com/i/web/status/1331025074585968643,"If Qantas demand evidence of vaccination before they let someone on a flight i say great, we don't want anyone spreading this virus either by leaving or arriving in Australia. I hope other international airlines follow suit. #COVID19",neutral,0.17694,0.19808,0.62498,New South Wales,Female,(25-32),0,1,0,
covid-vaccine-australia,DuchessFrida, https://twitter.com/DuchessFrida,2020-11-24 08:03:04,https://twitter.com/i/web/status/1330995308210188288,"Morning mail: cost of Cormann #OECD tilt revealed, 3rd Covid vaccine   RAAF jet povided to Mathias Cormann costs taxpayers $4,300 an hour. Plus: Indigenous artist Destiny Deacon’s talks humour, politics &amp; her life’s work | The Guardian  https://t.co/euQT9zta5s",neutral,0.26159,0.06265,0.67577,,Male,(25-32),0,0,0,
covid-vaccine-australia,TheSciFiBard, https://twitter.com/TheSciFiBard,2020-11-24 06:01:06,https://twitter.com/i/web/status/1330964611328307204,"RT @BBCWorld: International air travellers will, in future, need to prove they have had Covid-19 vaccine in order to board Qantas flights,…",neutral,0.01419,0.46576,0.52005,,Male,(48-53),0,0,0,1330928947413078018
covid-vaccine-australia,EarthDigita, https://twitter.com/EarthDigita,2020-11-24 13:57:17,https://twitter.com/i/web/status/1331084450067668994,lol wait for the Antivaxxer Airline taking off shortly 🥸 https://t.co/x7X3NszD71,neutral,0.24334,0.23935,0.51731,New South Wales,Female,(48-53),0,0,0,
covid-vaccine-australia,nspector4, https://twitter.com/nspector4,2020-11-27 21:52:40,https://twitter.com/i/web/status/1332291245666832385,"@acoyne: We’re behind just about everybody: Belgium, Spain, Italy, France, Russia, India, Argentina, Brazil, Australia, Japan, even Indonesia and Mexico. One reason that we seem to be later to take delivery: we were later to place our orders.  https://t.co/QGBeCFg6C5 #cdnpoli",negative,0.01779,0.96441,0.01779,Victoria,Female,(60-100),15,61,0,
covid-vaccine-australia,Trinity_Aus, https://twitter.com/Trinity_Aus,2020-11-30 23:12:37,https://twitter.com/i/web/status/1333398528673017856,RT @EmilyRoseFinn: #BREAKING: Moderna announces data from its latest study indicates its coronavirus vaccine is 94.1% effective. The biotec…,positive,0.80597,0.01842,0.17561,Victoria,Female,(15-20),0,0,0,1333395817214869506
covid-vaccine-australia,Trinity_Aus, https://twitter.com/Trinity_Aus,2020-12-02 18:01:54,https://twitter.com/i/web/status/1334045109768183809,UK vaccines to be rolled out next week.  MHRA: ...expected high volume of COVID-19 vaccine Adverse drug reaction... https://t.co/cbbBndFMk8 https://t.co/jLISy0MDlp,neutral,0.07156,0.34057,0.58788,Victoria,Female,(15-20),1,10,0,
covid-vaccine-australia,tassiedevil, https://twitter.com/tassiedevil,2020-11-24 07:30:16,https://twitter.com/i/web/status/1330987053203431425,"Very likely to become a travel insurance requirement as well particularly for international travel - Covid: Vaccination will be required to fly, says Qantas chief https://t.co/ZRtgODRhZm",neutral,0.06635,0.26317,0.67047,,Female,(60-100),0,0,0,
covid-vaccine-australia,Marcorizzi83, https://twitter.com/Marcorizzi83,2020-11-25 08:55:45,https://twitter.com/i/web/status/1331370954623045632,"As we get reports of progress towards COVID vaccine, we need to think about the rollout and how to protect those who may suffer from adverse events - in Australia this is a chance to fill a gap! #auspol #auslaw https://t.co/CztEXT6FtC via @ConversationEDU",neutral,0.41461,0.05728,0.52811,,Female,(25-32),0,2,0,
covid-vaccine-australia,gummatt, https://twitter.com/gummatt,2020-11-23 22:14:51,https://twitter.com/i/web/status/1330847279108878337,"@AvidCommentator This is normal, many countries today won't let you visit without first proving you've had certain vaccines, one req for Australia is yellow fever.  I don't see why Covid wouldn't be at the top of the list now.",negative,0.01228,0.61856,0.36916,,Male,(48-53),0,2,0,1330797190227259393
covid-vaccine-australia,ncasmirri, https://twitter.com/ncasmirri,2020-11-24 09:15:34,https://twitter.com/i/web/status/1331013552392421377,How do Covid vaccine trials in Australia work? If there's practically zero chance of a trial participant being exposed to Covid in the community how do they get useful data?,negative,0.00173,0.92342,0.07485,New South Wales,Female,(38-43),0,0,1,
covid-vaccine-australia,ncasmirri, https://twitter.com/ncasmirri,2020-11-24 10:42:03,https://twitter.com/i/web/status/1331035316581396480,"I'm not convinced we'd obviously reach that bar in Australia. We express plenty of concern about anti-vaxxers but we do have comparably very high vaccination rates. Plenty of people will be queuing for Covid vaccines, and education &amp; persuasion will reach more",neutral,0.10353,0.07957,0.8169,New South Wales,Female,(38-43),0,0,0,1331035315218182145
covid-vaccine-australia,MarieColemanAO, https://twitter.com/MarieColemanAO,2020-11-24 06:53:11,https://twitter.com/i/web/status/1330977721984249858,"While G20 nations vowed on Sunday to “spare no effort to ensure affordable and equitable ­access”, Mrs Merkel’s warnings that little had actually been done to secure vaccine doses for poorer nations highlighted the gap ­between words and deeds. https://t.co/VMdfVNvGUv",negative,0.0189,0.71799,0.26311,ACT,Female,(25-32),0,0,0,1330974932860162048
covid-vaccine-australia,GoldSuzie, https://twitter.com/GoldSuzie,2020-11-24 13:07:29,https://twitter.com/i/web/status/1331071914240921604,RT @ivaforgotton: Calls surfacing to boycott Qantas over COVID vaccine mandate https://t.co/rOTZlugmvK,neutral,0.06429,0.35305,0.58266,,Male,(25-32),0,0,0,1331066396978110464
covid-vaccine-australia,Carmilla5, https://twitter.com/Carmilla5,2020-11-23 07:51:43,https://twitter.com/i/web/status/1330630061859299329,@AussieVal10 They have an Irreversible Chromosome Altering Genetic Engineering Injection Now. It's The Great HUMAN POPULATION Reset. https://t.co/5KStkbdjjn,neutral,0.28497,0.09098,0.62405,Victoria,Female,(60-100),0,0,0,1330439867348684801
covid-vaccine-australia,Carmilla5, https://twitter.com/Carmilla5,2020-11-23 21:26:47,https://twitter.com/i/web/status/1330835178894213120,RT @Arkancideisreal: Reasonable. Uncertainty exists as to whether mRNA vaccines are genetic modifiers but certainly there is a real possibi…,neutral,0.34633,0.01848,0.63519,Victoria,Female,(60-100),0,0,0,1330819326610268162
covid-vaccine-australia,genomematt, https://twitter.com/genomematt,2020-11-25 15:15:06,https://twitter.com/i/web/status/1331466420987727873,"OK folks, let’s get something straight. COVID vaccines aren’t being recklessly “rushed” through development. We’re seeing what’s possible when research is properly funded and scientists are unshackled from the usual barriers to progress.",positive,0.908,0.0072,0.0848,Victoria,Female,(25-32),0,0,0,1331332016512536577
covid-vaccine-australia,YvetteDAth, https://twitter.com/YvetteDAth,2020-11-23 12:20:45,https://twitter.com/i/web/status/1330697768835313664,Thank you @couriermail for acknowledging the tremendous commitment and collaboration behind #UQ's #COVID19 vaccine team.🧪🔬👏👏👏👏 https://t.co/sKNxqfAGWE,positive,0.96158,0.00438,0.03404,Queensland,Male,(60-100),0,0,0,1330429499477954560
covid-vaccine-australia,KemalSaracoglu, https://twitter.com/KemalSaracoglu,2020-12-02 17:30:36,https://twitter.com/i/web/status/1334037234555621376,"Britain approves Pfizer-BioNTech COVID-19 vaccine, which will roll out from next week https://t.co/0xj7yNdSAF",positive,0.49432,0.06605,0.43964,New South Wales,Male,(38-43),0,0,0,1334036675127742465
covid-vaccine-australia,BDTPhotos, https://twitter.com/BDTPhotos,2020-11-24 23:42:02,https://twitter.com/i/web/status/1331231605390778369,"RT @nytimes: Australia’s largest airline, Qantas, plans to require proof of vaccination for passengers who want to fly internationally once…",neutral,0.04698,0.42111,0.53192,New South Wales,Female,(25-32),0,0,0,1331183790979493891
