tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
covid-vaccine-australia,JollyMollyRoger, https://twitter.com/JollyMollyRoger,2020-12-08 11:42:47,https://twitter.com/i/web/status/1336124029896450048,RT @shearm: NEWS -- Senate Republicans have invited a leading anti-vaxxer to be the lead witness at a Homeland Security committee hearing o…,,,,,,Female,(0-2),0,0,0,1335756734263156737
covid-vaccine-australia,Haydizzle007, https://twitter.com/Haydizzle007,2020-12-13 21:46:51,https://twitter.com/i/web/status/1338087987804958722,"RT @MrKRudd: Following Australia’s October announcement, has the Govt consulted with the region on whether enough is being provided through…",,,,,Queensland,Female,(38-43),0,0,0,1338086351028146177
covid-vaccine-australia,jchimselfbigpo2, https://twitter.com/jchimselfbigpo2,2020-12-14 07:46:58,https://twitter.com/i/web/status/1338239010666246145,"RT @MrKRudd: Following Australia’s October announcement, has the Govt consulted with the region on whether enough is being provided through…",,,,,Queensland,Female,(60-100),0,0,0,1338086351028146177
covid-vaccine-australia,jazmasigan_2, https://twitter.com/jazmasigan_2,2020-12-08 21:27:32,https://twitter.com/i/web/status/1336271186901127169,RT @NBCNews: Western Australia opens up to air travel after easing of coronavirus restrictions. https://t.co/QYEDWnNBn8,,,,,South Australia,Male,(38-43),0,0,0,1336268048043569156
covid-vaccine-australia,jazmasigan_2, https://twitter.com/jazmasigan_2,2020-12-11 11:18:30,https://twitter.com/i/web/status/1337205081771442181,RT @AFP: Development of a Covid-19 vaccine in Australia was abandoned after clinical trials produced a false positive HIV result among subj…,,,,,South Australia,Male,(38-43),0,0,0,1337197154574741506
covid-vaccine-australia,jazmasigan_2, https://twitter.com/jazmasigan_2,2020-12-12 19:06:48,https://twitter.com/i/web/status/1337685321283092481,"RT @SBSNews: Acting Chief Medical Officer Paul Kelly says Australia's success against coronavirus means, unlike other countries, it can wai…",,,,,South Australia,Male,(38-43),0,0,0,1337663153908326402
covid-vaccine-australia,jetjackson20, https://twitter.com/jetjackson20,2020-12-10 08:47:36,https://twitter.com/i/web/status/1336804721311449089,RT @teresedau1: Pfizer vaccine warning after allergic reactions https://t.co/hh5PQF49IK,,,,,,Male,(25-32),0,0,0,1336792574560858113
covid-vaccine-australia,patrick_laff, https://twitter.com/patrick_laff,2020-12-07 13:45:18,https://twitter.com/i/web/status/1335792475730919427,Australia won't roll out its own Covid-19 vaccine until mid 2021 https://t.co/s2ItMJ6W7u via @MailOnline,,,,,New South Wales,Male,(25-32),0,0,0,
covid-vaccine-australia,SookyBlessingtn, https://twitter.com/SookyBlessingtn,2020-12-09 21:56:57,https://twitter.com/i/web/status/1336640977889464321,"RT @PGtzsche1: Covid-19 vaccines: Science by press release, on the basis of interim or ad hoc analyses, no access to the data. Remember the…",,,,,,Female,(60-100),0,0,0,1335183706479349760
covid-vaccine-australia,xprophetess, https://twitter.com/xprophetess,2020-12-08 09:06:19,https://twitter.com/i/web/status/1336084653598334976,"Why has Australia opposed the suspension of IP rights for #COVID19  vaccines? If poorer countries were allowed to produce generic versions, it would roll out vaccines much faster across the world. We would all be safer, faster. #vaccine #auspol https://t.co/X7AZI2u0Dl",,,,,,Female,(25-32),0,1,0,
