tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,state,gender,age
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-07-09 04:08:13,https://twitter.com/i/web/status/1281077672987115520,"RT @beyondblue: As lockdown restrictions continue to fluctuate, you might be feeling unsettled or anxious about what this means for you or…",negative,,,
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-07-22 23:15:33,https://twitter.com/i/web/status/1286077452821774337,"RT @healthgovau: COVID-19 is changing the lives of people around the world, but for many Australians the impact of the 2020 bushfires is al…",negative,,,
mental-health-availability-australia,AusAmbAthens, https://twitter.com/AusAmbAthens,2020-04-23 04:35:59,https://twitter.com/i/web/status/1253180795352743936,"RT @beyondblue: We've just launched a new, dedicated Coronavirus Mental Wellbeing Support Service. Funded by the Australian Government, the…",positive,,,
mental-health-awareness-australia,MindframeMedia, https://twitter.com/MindframeMedia,2020-07-22 00:20:22,https://twitter.com/i/web/status/1285731376281657349,"As coverage surrounding #COVID19Aus continues including discussion around payment support schemes, a reminder to #Aus #media to avoid alarmist language &amp; include help-seeking info including @beyondblue's 24/7 Coronavirus Mental Wellbeing Support Service - https://t.co/wkVuOlbfAR https://t.co/rpBguaX4Ea",neutral,,,
mental-health-general-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-05-25 00:48:32,https://twitter.com/i/web/status/1264719968010072065,"RT @ian_hickie: Stress, isolation, suicide: Australia's new mental health officer on the challenges of Covid-19 - the goal is to prevent me…",neutral,Tasmania,,
mental-health-general-australia,Bishop64, https://twitter.com/Bishop64,2020-07-22 05:01:12,https://twitter.com/i/web/status/1285802052216479745,"RT @AmandaPerram: @sclark_melbs @ScottMorrisonMP So the PM follows the health advice on stopping protests, but when it comes to overwhelmin…",neutral,Queensland,Female,(60-100)
mental-health-availability-australia,GenV_for_kids, https://twitter.com/GenV_for_kids,2020-07-21 03:53:07,https://twitter.com/i/web/status/1285422528651919361,"RT @CCCH_AU: In the emerging #COVID19 environment, @RCN_AUS have developed an A-Z online guide to help practitioners support #children and…",positive,Victoria,,
mental-health-awareness-australia,LisaPears4, https://twitter.com/LisaPears4,2020-07-08 00:17:28,https://twitter.com/i/web/status/1280657215456571392,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,,,
mental-health-availability-australia,stevo76325724, https://twitter.com/stevo76325724,2020-07-21 10:53:01,https://twitter.com/i/web/status/1285528200370511872,RT @RitaPanahi: Australia’s top mental health experts have warned that the economic &amp; social effects of the pandemic will lead to a dramati…,negative,,,
mental-health-awareness-australia,CurricLeader, https://twitter.com/CurricLeader,2020-07-15 00:19:20,https://twitter.com/i/web/status/1283194401708142592,"RT @aitsl: Resources for #wellbeing from @ReachOut_Aus include:  🌎 Dealing with bad world news 🎵 Music as a coping strategy  📚 Teens, study…",positive,,,
mental-health-availability-australia,CarersCircle, https://twitter.com/CarersCircle,2020-07-15 04:45:54,https://twitter.com/i/web/status/1283261485955682304,"RT @HammondCare: In discussing mental health services for #agedcare, Commissioner Lynelle Briggs asks @StephenMacfarl4 where does Australia…",neutral,,,
mental-health-awareness-australia,georgie874, https://twitter.com/georgie874,2020-07-20 08:53:46,https://twitter.com/i/web/status/1285135801580269568,RT @Marruso89: Lifeline Australia: 13 11 14 Beyond Blue: 1300 224 636 Kids Helpline: 1800 551 80 Emergency: 000 Confidential Helpline: 1800…,neutral,Victoria,,
