tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,state,gender,age
mental-health-awareness-australia,Munchbott, https://twitter.com/Munchbott,2020-07-07 06:47:39,https://twitter.com/i/web/status/1280393019804401664,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,Victoria,,
mental-health-awareness-australia,AFCA_org_au, https://twitter.com/AFCA_org_au,2020-07-09 04:08:13,https://twitter.com/i/web/status/1281077672987115520,"RT @beyondblue: As lockdown restrictions continue to fluctuate, you might be feeling unsettled or anxious about what this means for you or…",negative,,,
mental-health-availability-australia,timokeefe13, https://twitter.com/timokeefe13,2020-07-07 18:56:56,https://twitter.com/i/web/status/1280576552510476288,RT @lynlinking: @BlakandBlack @WgarNews @twtrrr @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes @WhteRbbnAdvocat @AnimaeOK @RachelQu…,positive,,,
mental-health-availability-australia,AusAmbAthens, https://twitter.com/AusAmbAthens,2020-04-23 04:35:59,https://twitter.com/i/web/status/1253180795352743936,"RT @beyondblue: We've just launched a new, dedicated Coronavirus Mental Wellbeing Support Service. Funded by the Australian Government, the…",positive,,,
mental-health-awareness-australia,Lachy_Steele, https://twitter.com/Lachy_Steele,2020-07-07 10:10:25,https://twitter.com/i/web/status/1280444048847695872,"RT @AFL: @AIAVitalityAU Lifeline is an Official Charity Partner of the AFL, which provides all Australians experiencing a personal crisis w…",positive,,,
mental-health-awareness-australia,LHAdvocate, https://twitter.com/LHAdvocate,2020-07-03 07:12:42,https://twitter.com/i/web/status/1278949772934606849,RT @VicGovDHHS: The #coronavirus situation in Victoria can cause worry and anxiety. Find ways to share positive and hopeful stories with ot…,positive,,,
mental-health-awareness-australia,LHAdvocate, https://twitter.com/LHAdvocate,2020-07-08 02:26:13,https://twitter.com/i/web/status/1280689616291426304,RT @gippslandphn: There’s been a lot of change recently with family and friends back in lockdown. This might have you feeling a little over…,negative,,,
mental-health-awareness-australia,cntrlccntrlv_, https://twitter.com/cntrlccntrlv_,2020-07-14 02:25:00,https://twitter.com/i/web/status/1282863640236789761,"RT @spudcitywrites: For my fellow australians out there, PSA that you can get 10 free psych sessions a year!! So many people don't know abo…",negative,,,
mental-health-awareness-australia,solskjaer025, https://twitter.com/solskjaer025,2020-07-07 09:08:24,https://twitter.com/i/web/status/1280428440382914560,"RT @_jacobshields: A timely reminder that if you're struggling, you're not alone and there are people who can help.  Lifeline: 13 11 14 Kid…",positive,,,
mental-health-awareness-australia,123Hillsy, https://twitter.com/123Hillsy,2020-07-07 10:40:49,https://twitter.com/i/web/status/1280451701363765249,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,,,
mental-health-awareness-australia,spiritwane_, https://twitter.com/spiritwane_,2020-07-07 06:22:58,https://twitter.com/i/web/status/1280386810393137152,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,,,
mental-health-awareness-australia,chlosreputation, https://twitter.com/chlosreputation,2020-07-07 10:36:31,https://twitter.com/i/web/status/1280450616381169666,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,,,
mental-health-availability-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-05-25 00:48:32,https://twitter.com/i/web/status/1264719968010072065,"RT @ian_hickie: Stress, isolation, suicide: Australia's new mental health officer on the challenges of Covid-19 - the goal is to prevent me…",neutral,Tasmania,,
mental-health-general-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-05-25 00:48:32,https://twitter.com/i/web/status/1264719968010072065,"RT @ian_hickie: Stress, isolation, suicide: Australia's new mental health officer on the challenges of Covid-19 - the goal is to prevent me…",neutral,Tasmania,,
mental-health-availability-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-07-09 09:48:35,https://twitter.com/i/web/status/1281163330770501633,RT @RACGPPresident: Victorians I know this won't be an easy six weeks for you. Remember that if you have any concerns about your mental hea…,neutral,Tasmania,,
mental-health-availability-australia,AmandaLNeil, https://twitter.com/AmandaLNeil,2020-07-14 22:58:37,https://twitter.com/i/web/status/1283174090052734976,RT @SMHR: Submit your 100-200 word COVID-19 mental health research EOI to take part in a virtual event during #mentalhealthresearch week (5…,positive,Tasmania,,
mental-health-general-australia,CEOVision2020Au, https://twitter.com/CEOVision2020Au,2020-07-13 07:00:51,https://twitter.com/i/web/status/1282570671185260552,An important message from @GregHuntMP for #NationalDiabetesWeek about the significant mental health challenges often faced by people living with #diabetes #NDW2020 #HeadsUpDiabetes @DiabetesAus https://t.co/abKOQlTmgk,positive,,,
mental-health-availability-australia,kellyconrad956, https://twitter.com/kellyconrad956,2020-07-07 19:09:58,https://twitter.com/i/web/status/1280579830413586432,RT @lynlinking: @BlakandBlack @WgarNews @twtrrr @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes @WhteRbbnAdvocat @AnimaeOK @RachelQu…,positive,,,
mental-health-awareness-australia,kellyconrad956, https://twitter.com/kellyconrad956,2020-07-09 03:55:22,https://twitter.com/i/web/status/1281074442228035596,RT @BlakandBlack: @WgarNews @FrostWolfLost @twtrrr @rjstrikers @AnimaeOK @lynlinking @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes…,positive,,,
mental-health-awareness-australia,rebeccaleesyd, https://twitter.com/rebeccaleesyd,2020-01-11 21:00:41,https://twitter.com/i/web/status/1216102654608199680,RT @beyondblue: We’ve developed a dedicated information page about mental health and bushfires: https://t.co/oQLARbV8O9. It contains practi…,positive,,,
mental-health-awareness-australia,Daffodilh3, https://twitter.com/Daffodilh3,2019-07-23 22:05:11,https://twitter.com/i/web/status/1153788172943294464,"RT @JuliaGillard: “In every part of our country, and for the sake of our society and economy, we need to continue to stress that maintainin…",positive,,,
mental-health-awareness-australia,LisaPears4, https://twitter.com/LisaPears4,2020-07-08 00:17:28,https://twitter.com/i/web/status/1280657215456571392,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,,,
mental-health-awareness-australia,nohoneyjustb, https://twitter.com/nohoneyjustb,2020-07-07 06:16:35,https://twitter.com/i/web/status/1280385204553564160,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",negative,,,
mental-health-awareness-australia,latrobecity, https://twitter.com/latrobecity,2020-07-08 07:10:11,https://twitter.com/i/web/status/1280761081296678912,"RT @healthgovau: Localised lock downs are limiting social interaction. This is a temporary measure, but it’s important to take care of your…",negative,Victoria,,
mental-health-digital-australia,latrobecity, https://twitter.com/latrobecity,2020-07-08 07:10:11,https://twitter.com/i/web/status/1280761081296678912,"RT @healthgovau: Localised lock downs are limiting social interaction. This is a temporary measure, but it’s important to take care of your…",negative,Victoria,,
mental-health-general-australia,latrobecity, https://twitter.com/latrobecity,2020-07-08 07:10:11,https://twitter.com/i/web/status/1280761081296678912,"RT @healthgovau: Localised lock downs are limiting social interaction. This is a temporary measure, but it’s important to take care of your…",negative,Victoria,,
mental-health-awareness-australia,jaquix173, https://twitter.com/jaquix173,2020-07-07 11:54:50,https://twitter.com/i/web/status/1280470327982579713,"RT @_jacobshields: A timely reminder that if you're struggling, you're not alone and there are people who can help.  Lifeline: 13 11 14 Kid…",positive,Queensland,,
mental-health-awareness-australia,CurricLeader, https://twitter.com/CurricLeader,2020-07-15 00:19:20,https://twitter.com/i/web/status/1283194401708142592,"RT @aitsl: Resources for #wellbeing from @ReachOut_Aus include:  🌎 Dealing with bad world news 🎵 Music as a coping strategy  📚 Teens, study…",positive,,,
