tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
mental-health-awareness-australia,MADinMelbourne, https://twitter.com/MADinMelbourne,2020-08-29 21:27:10,https://twitter.com/i/web/status/1299669922067312642,"RT @CraigKellyMP: For free 24/7 mental health support during the coronavirus, please visit - https://t.co/WzHLoPQLGY or call 1800 512 348 h…",neutral,0.30475,0.11146,0.58379,Victoria,Female,(38-43),0,0,0,1248239083433811970
mental-health-general-australia,NickTrebla, https://twitter.com/NickTrebla,2020-09-28 08:45:32,https://twitter.com/i/web/status/1310349884902367232,"RT @AaronDodd: Isn't it interesting how concerned @ScottMorrisonMP &amp; @JoshFrydenberg claim to be about the mental-health of Victorians, y…",negative,0.01926,0.96149,0.01926,New South Wales,Male,(60-100),0,0,0,1310132068425195520
mental-health-general-australia,NickTrebla, https://twitter.com/NickTrebla,2020-09-28 17:38:57,https://twitter.com/i/web/status/1310484124906393600,"RT @DrKW12: @Judith54Nunn @abcnews @ScottMorrisonMP Yes, love his concern for our mental health. The main threat to our family's mental hea…",negative,0.00748,0.98504,0.00748,New South Wales,Male,(60-100),0,0,0,1310442505926631424
mental-health-awareness-australia,UnQuietAust, https://twitter.com/UnQuietAust,2020-09-30 23:49:33,https://twitter.com/i/web/status/1311302164938027009,"RT @JuliaGillard: A new, dedicated support service designed to help all Australians cope with the impact of the COVID-19 pandemic on their…",positive,0.83107,0.01456,0.15437,,Male,(38-43),0,0,0,1248048214709657600
mental-health-general-australia,deeedwardsEF, https://twitter.com/deeedwardsEF,2020-10-04 16:00:58,https://twitter.com/i/web/status/1312633793212153856,RT @ian_hickie: Shocking stats: Suicide rate in teenage girls rises https://t.co/qNmMhVStK2 Urgent need for sustained investments in youth…,neutral,0.2019,0.30185,0.49624,,Male,(60-100),0,0,0,1312505521383960577
mental-health-awareness-australia,StuartH_VA, https://twitter.com/StuartH_VA,2020-09-28 21:08:06,https://twitter.com/i/web/status/1310536758959001600,RT @AusUnemployment: We're worried about our members + every single one of the millions of ppl being subjected to job agency brutality.  If…,neutral,0.11357,0.30596,0.58047,,Male,(4-6),0,0,0,1310478550005198854
mental-health-awareness-australia,LennaLeprena, https://twitter.com/LennaLeprena,2020-08-15 22:10:39,https://twitter.com/i/web/status/1294607435592683534,"RT @JuliaGillard: At a time when people are self-isolating and working from home, it can help to stay connected. The Beyond Blue discussion…",positive,0.72085,0.00937,0.26979,Tasmania,Female,(48-53),0,0,0,1240057768549072896
mental-health-general-australia,mr_lewandowski, https://twitter.com/mr_lewandowski,2020-09-28 09:07:31,https://twitter.com/i/web/status/1310355417965326339,RT @HelenInLeValley: @AaronDodd @ScottMorrisonMP @JoshFrydenberg Josh already made his view on mental health and well being. He couldn't gi…,neutral,0.04832,0.2505,0.70118,Victoria,Male,(4-6),0,0,0,1310347324917309441
mental-health-general-australia,rubin_angela, https://twitter.com/rubin_angela,2020-08-28 14:44:04,https://twitter.com/i/web/status/1299206090194780160,RT @healthgovau: The impacts of coronavirus are tough and can impact our mental health. We need to make sure we look after ourselves and se…,neutral,0.39465,0.03906,0.56628,Queensland,Female,(60-100),0,0,0,1273833316211240960
mental-health-awareness-australia,AdyLady9969, https://twitter.com/AdyLady9969,2020-08-28 18:40:33,https://twitter.com/i/web/status/1299265602515689472,RT @MensLine_Aus: MensLine Australia is a free online and phone counselling service for men with emotional health and relationship concerns…,neutral,0.45725,0.07619,0.46656,,Female,(38-43),0,0,0,1296411674111545344
mental-health-availability-australia,wingfield, https://twitter.com/wingfield,2020-10-05 17:05:34,https://twitter.com/i/web/status/1313012437021466625,RT @SharnelleVella: The Victorian Coroner’s monthly suicide data report has been released. It’s not what everyone wants to read but many ha…,neutral,0.16357,0.11006,0.72637,,Female,(60-100),0,0,0,1312958718082867200
mental-health-availability-australia,mpwoodhead, https://twitter.com/mpwoodhead,2020-09-29 17:54:25,https://twitter.com/i/web/status/1310850406130438144,"RT @NeritaWaight: In Queensland, 130 children, some as young as 13, were held in solitary confinement after a #COVID91Aus outbreak at Brisb…",neutral,0.05231,0.46468,0.48301,New South Wales,Male,(4-6),0,0,0,1310757963401850880
mental-health-general-australia,Mozziebites, https://twitter.com/Mozziebites,2020-09-28 16:20:31,https://twitter.com/i/web/status/1310464386260037632,RT @healthgovau: This week is Men’s Shed Week! We’re taking the time to recognise the important role these sheds play in our community by s…,positive,0.73261,0.01558,0.25181,,Female,(25-32),0,0,0,1310463009102483457
mental-health-awareness-australia,Monica_Farrow, https://twitter.com/Monica_Farrow,2020-09-22 19:34:31,https://twitter.com/i/web/status/1308338878399488000,RT @beyondblue: We’ve developed resources to help Aboriginal and Torres Strait Islander people cope with the coronavirus outbreak. Head to…,neutral,0.4324,0.04049,0.52711,Queensland,Female,(25-32),0,0,0,1308280295083315206
mental-health-awareness-australia,PatrickCondren, https://twitter.com/PatrickCondren,2020-10-02 16:03:47,https://twitter.com/i/web/status/1311909728067305472,"RT @blackdoginst: A way forward.  In our first white paper, we have consolidated emerging insights and existing views regarding #SuicidePre…",positive,0.64143,0.01404,0.34453,,Female,(60-100),0,0,0,1311906798761246720
mental-health-general-australia,Ozzytourer, https://twitter.com/Ozzytourer,2020-09-28 09:17:28,https://twitter.com/i/web/status/1310357923126587392,"RT @AaronDodd: Isn't it interesting how concerned @ScottMorrisonMP &amp; @JoshFrydenberg claim to be about the mental-health of Victorians, y…",negative,0.01926,0.96149,0.01926,Queensland,Male,(48-53),0,0,0,1310132068425195520
mental-health-awareness-australia,CycloneLizzy, https://twitter.com/CycloneLizzy,2020-09-09 22:47:32,https://twitter.com/i/web/status/1303676410435792896,"RT @JuliaGillard: A new, dedicated support service designed to help all Australians cope with the impact of the COVID-19 pandemic on their…",positive,0.83107,0.01456,0.15437,Victoria,Female,(25-32),0,0,0,1248048214709657600
