tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age,count_retweet,count_like,count_reply,original_status_id
mental-health-awareness-australia,JohnRob16933826, https://twitter.com/JohnRob16933826,2020-09-11 21:31:43,https://twitter.com/i/web/status/1304382107104337920,RT @AlboMP: This is a really challenging topic for many. If you or anyone you know needs help:  Lifeline on 13 11 14  Kids Helpline on 1800…,neutral,0.32975,0.10407,0.56619,Victoria,Female,(25-32),0,0,0,1303831892123238402
mental-health-general-australia,hazard_damien, https://twitter.com/hazard_damien,2020-09-17 11:48:14,https://twitter.com/i/web/status/1306409598597750784,RT @DanielBleakley: @ScottMorrisonMP @PatMcGorry @orygen_aus One of the biggest causes of mental health problems in young people is anxiety…,neutral,0.14341,0.12047,0.73612,New South Wales,Female,(38-43),0,0,0,1306406935168647169
mental-health-awareness-australia,ingioz, https://twitter.com/ingioz,2020-09-09 12:16:09,https://twitter.com/i/web/status/1303517521413173248,"RT @ReachOut_AUS: Talking to your child about suicide, and mental health more generally, can be difficult. However, having these conversati…",neutral,0.37362,0.0302,0.59618,,Female,(8-12),0,0,0,1303455997248311298
mental-health-general-australia,ingioz, https://twitter.com/ingioz,2020-09-17 23:21:26,https://twitter.com/i/web/status/1306584048442114052,RT @ian_hickie: Fabulous recognition of the international leadership of ⁦@PatMcGorry⁩ @orygen and the quality of mental health research in…,positive,0.96475,0.00327,0.03198,,Female,(8-12),0,0,0,1305964120798195712
mental-health-awareness-australia,JOHNO_74, https://twitter.com/JOHNO_74,2020-09-09 07:21:27,https://twitter.com/i/web/status/1303443356576407552,"RT @JuliaGillard: Wishing @WestsTigers and @SSFCRABBITOHS the best of luck for the 2020 @NRL @BeyondBlue Cup. This Thursday’s match, to be…",positive,0.68591,0.0221,0.292,Western Australia,Female,(48-53),0,0,0,1303240514800513026
mental-health-availability-australia,Slipperyslopes6, https://twitter.com/Slipperyslopes6,2020-09-20 14:12:59,https://twitter.com/i/web/status/1307533187086561280,"RT @Cruxy78: @AneekaSimonis @Joe_Hildebrand And this is why we need free education, better healthcare, better mental health services and fr…",neutral,0.04367,0.45553,0.5008,New South Wales,Female,(0-2),0,0,0,1307522645231976448
mental-health-availability-australia,nicolasnicola22, https://twitter.com/nicolasnicola22,2020-09-15 23:08:24,https://twitter.com/i/web/status/1305855990324252673,RT @KooyJan: Three suspected suicides in the last 4 months in Western Australia’s prisons highlight the urgent need for better mental healt…,neutral,0.26454,0.21804,0.51742,New South Wales,Male,(25-32),0,0,0,1305802574390591488
mental-health-awareness-australia,LennaLeprena, https://twitter.com/LennaLeprena,2020-08-15 22:10:39,https://twitter.com/i/web/status/1294607435592683534,"RT @JuliaGillard: At a time when people are self-isolating and working from home, it can help to stay connected. The Beyond Blue discussion…",positive,0.72085,0.00937,0.26979,Tasmania,Female,(48-53),0,0,0,1240057768549072896
mental-health-awareness-australia,geebeeWA, https://twitter.com/geebeeWA,2020-09-23 22:48:06,https://twitter.com/i/web/status/1308749984477536265,"RT @1800RESPECT: Sexual, domestic or family violence can happen to anyone, in any relationship. It is never ok. #1800RESPECT provides infor…",neutral,0.42598,0.07111,0.50291,,Male,(38-43),0,0,0,1305326658417811458
mental-health-general-australia,niltiac, https://twitter.com/niltiac,2020-09-13 11:03:11,https://twitter.com/i/web/status/1304948708610433025,RT @ian_hickie: Parents should have ‘birds and the bees’ talk about suicide https://t.co/djgrQMpAnz So important for parents to be engaged…,neutral,0.29308,0.05225,0.65467,New South Wales,Female,(8-12),0,0,0,1304898246121107456
