tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
mental-health-general-australia,JohnRob16933826, https://twitter.com/JohnRob16933826,2020-06-29 13:38:25,https://twitter.com/i/web/status/1277597292225196037,"RT @JessDavis1308: The fee increase on Social Work degrees has the potential to detrimentally impact the #mentalhealth sector/workforce, of…",negative,0.01453,0.69336,0.29224,Victoria,Female,(25-32)
mental-health-awareness-australia,AlannaSincovich, https://twitter.com/AlannaSincovich,2020-07-08 02:13:16,https://twitter.com/i/web/status/1280686357430427648,RT @AimeeBrownbill: The @blackdoginst need young Australians 12-18y to share their experience of how the COVID-19 pandemic has impacted the…,neutral,0.18225,0.09967,0.71826,South Australia,Female,(25-32)
mental-health-general-australia,ElaineM11584892, https://twitter.com/ElaineM11584892,2020-07-01 22:44:51,https://twitter.com/i/web/status/1278459579462856704,RT @DM007A: @KoparaFallsKid @ScottMorrisonMP Those are the type of comments you hear from people who have never been unemployed.  Unemploym…,negative,0.00583,0.83545,0.15894,New South Wales,Female,(8-12)
mental-health-availability-australia,Rickstertez, https://twitter.com/Rickstertez,2020-07-07 10:19:29,https://twitter.com/i/web/status/1280446330523934721,RT @lynlinking: @BlakandBlack @WgarNews @twtrrr @CartwheelPrint @GerryGeorgatos @NspTrp @NatIndigTimes @WhteRbbnAdvocat @AnimaeOK @RachelQu…,neutral,0.15674,0.12286,0.72021,,Female,(25-32)
mental-health-availability-australia,SenSHenderson, https://twitter.com/SenSHenderson,2020-05-25 08:20:26,https://twitter.com/i/web/status/1264833693018755074,RT @GregHuntMP: The Aust Govt is providing more than $20m additional funding for research to improve mental health care and reduce suicide…,positive,0.80127,0.01528,0.18323,Victoria,Female,(38-43)
mental-health-general-australia,SenSHenderson, https://twitter.com/SenSHenderson,2020-05-25 08:20:26,https://twitter.com/i/web/status/1264833693018755074,RT @GregHuntMP: The Aust Govt is providing more than $20m additional funding for research to improve mental health care and reduce suicide…,positive,0.80127,0.01528,0.18323,Victoria,Female,(38-43)
mental-health-awareness-australia,mik_rosser, https://twitter.com/mik_rosser,2020-07-07 09:12:28,https://twitter.com/i/web/status/1280429467249209345,"RT @sophiescott2: Thoughts are with everyone in Victoria. If you are struggling, you are not alone. Pls call  Lifeline 13 11 14 Kids Helpli…",positive,0.65869,0.07263,0.26855,New South Wales,Female,(25-32)
mental-health-availability-australia,ingioz, https://twitter.com/ingioz,2020-07-06 09:23:46,https://twitter.com/i/web/status/1280069920814796802,RT @SuicidePrevAU: A new white paper published by Suicide Prevention Australia and @wesleymission highlights the potential impacts of COVID…,neutral,0.13123,0.12903,0.73975,,Female,(8-12)
mental-health-awareness-australia,ingioz, https://twitter.com/ingioz,2020-07-08 19:01:41,https://twitter.com/i/web/status/1280940133848514561,RT @LifelineAust: We’ve excited to soon be launching our new website with updated content and improved navigation. Although it will look di…,positive,0.92773,0.00383,0.06842,,Female,(8-12)
mental-health-awareness-australia,ingioz, https://twitter.com/ingioz,2020-07-09 01:36:27,https://twitter.com/i/web/status/1281039481387139073,"RT @beyondblue: As lockdown restrictions continue to fluctuate, you might be feeling unsettled or anxious about what this means for you or…",neutral,0.05011,0.24084,0.70898,,Female,(8-12)
